Issuer,ASVI,mean_SVI,week_-9,week_-8,week_-7,week_-6,week_-5,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,Trade_Date
Hamilton Lane,-0.0885533816477877,62.5,38.0,66.0,66.0,56.0,53.0,94.0,49.0,62.0,54.0,100.0,68.0,75.0,62.0,62.0,67.0,76.0,58.0,75.0,56.0,2017-03-01
Hannon Armstrong Sustainable Infrastructure Capital,15.702580358511796,12.375,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,100.0,2013-04-18
Hansen Medical,-0.4554752472571111,17.25,28.0,21.0,14.0,35.0,21.0,14.0,20.0,0.0,13.0,89.0,26.0,12.0,6.0,32.0,20.0,24.0,34.0,12.0,12.0,2006-11-15
Harbor Acquisition,15.250595321348808,10.375,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,40.0,0.0,2006-04-26
Harbor Custom Development,-2.091862308593943,40.25,32.0,48.0,49.0,100.0,33.0,11.0,60.0,16.0,5.0,48.0,16.0,11.0,5.0,0.0,0.0,5.0,11.0,0.0,0.0,2020-08-28
Harmony Biosciences Holdings,15.201805169084134,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2020-08-19
Harpoon Therapeutics,0.2876819335629599,16.625,18.0,0.0,13.0,21.0,33.0,18.0,6.0,18.0,24.0,100.0,59.0,18.0,6.0,42.0,18.0,6.0,6.0,12.0,12.0,2019-02-08
Harvest Capital Credit,14.731801689838349,6.125,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,49.0,24.0,0.0,24.0,24.0,24.0,0.0,25.0,0.0,2013-05-03
Hatteras Financial,0.6931466805603206,15.25,0.0,0.0,41.0,0.0,0.0,21.0,20.0,20.0,20.0,61.0,62.0,20.0,20.0,39.0,98.0,20.0,0.0,20.0,40.0,2008-04-24
Haymaker Acquisition,15.039286283703994,16.75,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,34.0,99.0,0.0,0.0,32.0,33.0,0.0,0.0,33.0,0.0,0.0,2017-10-25
Haymaker Acquisition Corp. II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-07
HeadHunter Group PLC,16.097893045681612,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,98.0,97.0,0.0,0.0,49.0,48.0,97.0,0.0,0.0,49.0,49.0,2019-05-09
Health Catalyst,0.03822120307994048,39.125,39.0,37.0,34.0,41.0,38.0,46.0,37.0,40.0,40.0,100.0,78.0,64.0,47.0,62.0,41.0,29.0,40.0,39.0,42.0,2019-07-25
Health Insurance Innovations,-0.04149972401685442,60.5,10.0,52.0,74.0,71.0,78.0,41.0,30.0,79.0,59.0,89.0,100.0,69.0,48.0,49.0,28.0,86.0,39.0,19.0,38.0,2013-02-08
Health Sciences Acquisitions,15.068273812173887,9.0,35.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,35.0,70.0,35.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,2019-05-10
HealthEquity,0.268989881205306,43.125,32.0,55.0,31.0,47.0,22.0,36.0,45.0,56.0,53.0,73.0,36.0,48.0,42.0,42.0,36.0,61.0,34.0,45.0,47.0,2014-07-31
HealthSpring,-0.4418325538664316,30.25,19.0,26.0,26.0,36.0,24.0,47.0,30.0,35.0,18.0,100.0,34.0,17.0,17.0,22.0,22.0,27.0,27.0,16.0,33.0,2006-02-02
Healthcare Acquisition,0.6720935674614679,20.75,24.0,24.0,0.0,47.0,0.0,24.0,0.0,24.0,47.0,24.0,72.0,47.0,24.0,27.0,0.0,22.0,21.0,0.0,100.0,2005-07-29
Healthcare Acquisition Partners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-04-12
Healthcare Merger,0.5413410499362525,45.0,67.0,84.0,33.0,28.0,33.0,38.0,56.0,27.0,61.0,100.0,51.0,18.0,23.0,33.0,57.0,53.0,21.0,37.0,42.0,2019-12-13
Healthy Fast Food,0.036904551487047854,67.5,80.0,69.0,64.0,60.0,61.0,77.0,64.0,76.0,69.0,78.0,96.0,92.0,60.0,57.0,82.0,82.0,67.0,74.0,79.0,2008-03-18
Heartland Payment Systems,0.39890757856307957,22.5,25.0,25.0,26.0,26.0,26.0,26.0,0.0,13.0,38.0,100.0,25.0,14.0,35.0,34.0,22.0,33.0,32.0,21.0,11.0,2005-08-10
Heat Biologics,1.0208343265210558,37.625,16.0,16.0,32.0,16.0,33.0,17.0,34.0,85.0,68.0,100.0,33.0,50.0,17.0,33.0,33.0,16.0,0.0,16.0,31.0,2013-07-24
Heckman,-0.1451819676147803,35.25,34.0,26.0,26.0,32.0,40.0,40.0,42.0,44.0,32.0,29.0,29.0,100.0,42.0,32.0,25.0,25.0,24.0,32.0,18.0,2007-11-12
Heelys,0.5509725897044553,50.125,31.0,29.0,35.0,44.0,39.0,49.0,57.0,76.0,72.0,97.0,83.0,94.0,100.0,75.0,59.0,58.0,54.0,57.0,50.0,2006-12-07
Helicos BioSciences,1.0840132015232555,35.5,0.0,73.0,0.0,0.0,24.0,48.0,49.0,22.0,68.0,44.0,22.0,44.0,0.0,45.0,44.0,67.0,0.0,0.0,0.0,2007-05-23
HemoSense,0.7621392901429329,18.0,14.0,0.0,0.0,0.0,15.0,0.0,14.0,100.0,15.0,15.0,15.0,29.0,0.0,0.0,15.0,29.0,43.0,16.0,13.0,2005-06-28
Hennessy Capital Acquisition,0.0,8.625,0.0,0.0,35.0,0.0,0.0,0.0,34.0,0.0,0.0,100.0,0.0,34.0,34.0,0.0,34.0,34.0,0.0,35.0,0.0,2019-03-01
Hennessy Capital Acquisition Corp II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,51.0,2015-07-23
Hennessy Capital Acquisition Corp. III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,2017-06-23
Herbalife,-0.27958482288006437,77.875,98.0,84.0,86.0,79.0,80.0,89.0,73.0,70.0,62.0,74.0,66.0,71.0,74.0,85.0,77.0,88.0,74.0,74.0,81.0,2004-12-15
Hercules Offshore,0.0,7.625,80.0,0.0,0.0,31.0,0.0,0.0,0.0,30.0,0.0,88.0,0.0,0.0,0.0,29.0,53.0,0.0,55.0,30.0,35.0,2005-10-26
Heritage Insurance Holdings,15.990262393084793,27.75,0.0,0.0,0.0,0.0,0.0,45.0,45.0,44.0,88.0,93.0,0.0,49.0,99.0,100.0,50.0,0.0,0.0,50.0,0.0,2014-05-23
Heritage-Crystal Clean,16.118095750958314,16.75,72.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,100.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-03-11
Hertz Global Holdings,0.0,18.75,53.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,94.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2006-11-15
Hess Midstream Partners LP,15.039286283703994,8.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,34.0,100.0,35.0,67.0,33.0,0.0,0.0,0.0,0.0,0.0,35.0,2017-04-05
Hi-Crush Partners LP,13.997832948091215,4.5,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,100.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2012-08-16
Hicks Acquisition Company,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-09-27
HighCape Capital Acquisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2020-09-02
Highbury Financial,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2006-01-25
Higher One Holdings,14.731801689838349,6.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,76.0,100.0,0.0,0.0,0.0,24.0,47.0,24.0,24.0,23.0,2010-06-17
Hilton Worldwide Holdings,1.06087123419008,10.0,0.0,18.0,9.0,0.0,0.0,9.0,9.0,9.0,26.0,100.0,9.0,10.0,10.0,9.0,0.0,8.0,17.0,9.0,0.0,2013-12-12
Himax Technologies,14.731801689838349,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,76.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2006-03-30
HireRight,0.44393128349758415,38.875,38.0,30.0,23.0,67.0,23.0,38.0,54.0,23.0,53.0,100.0,54.0,52.0,43.0,14.0,48.0,34.0,0.0,20.0,47.0,2007-08-07
Histogenics,1.575535038920668,17.875,4.0,25.0,4.0,12.0,8.0,4.0,4.0,57.0,29.0,100.0,4.0,4.0,5.0,4.0,16.0,4.0,15.0,0.0,15.0,2014-12-03
Hittite Microwave,0.0,36.875,0.0,37.0,37.0,36.0,36.0,37.0,37.0,38.0,37.0,73.0,74.0,74.0,0.0,36.0,41.0,34.0,33.0,0.0,0.0,2005-07-21
Hoegh LNG Partners LP,16.118095750958314,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,2014-08-07
Hoku Scientific,0.7444399223163463,15.0,20.0,19.0,20.0,0.0,0.0,61.0,0.0,0.0,20.0,100.0,39.0,0.0,67.0,18.0,0.0,86.0,17.0,50.0,34.0,2005-08-04
Holicity,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2020-08-05
Holly Energy Partners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2004-07-07
Home BancShares,-14.483340443360312,9.875,21.0,20.0,0.0,0.0,19.0,0.0,20.0,20.0,0.0,100.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-06-22
Home Diagnostics,0.32542229359705654,26.0,53.0,42.0,10.0,31.0,21.0,20.0,9.0,39.0,36.0,100.0,45.0,45.0,35.0,26.0,35.0,17.0,17.0,41.0,17.0,2006-09-20
Home Loan Servicing Solutions,14.731801689838349,21.875,0.0,0.0,0.0,25.0,25.0,0.0,0.0,100.0,25.0,51.0,0.0,25.0,50.0,0.0,0.0,26.0,0.0,0.0,0.0,2012-02-29
HomeAway,0.16761538687565114,71.375,61.0,67.0,70.0,68.0,68.0,69.0,75.0,73.0,81.0,100.0,81.0,84.0,82.0,78.0,80.0,70.0,71.0,63.0,58.0,2011-06-29
HomeBanc,-0.23967280886652143,62.375,30.0,62.0,61.0,32.0,46.0,61.0,94.0,95.0,48.0,93.0,79.0,95.0,96.0,47.0,31.0,58.0,100.0,57.0,68.0,2004-07-13
HomeStreet,-0.03891541019127143,63.0,89.0,60.0,49.0,74.0,65.0,66.0,70.0,57.0,63.0,94.0,70.0,41.0,63.0,50.0,71.0,56.0,60.0,98.0,66.0,2012-02-10
Homology Medicines,0.2231434888142272,31.125,16.0,33.0,40.0,8.0,24.0,32.0,40.0,32.0,40.0,100.0,41.0,40.0,40.0,24.0,24.0,8.0,16.0,33.0,33.0,2018-03-28
Horizon Acquisition,0.6390794622140459,11.0,9.0,9.0,14.0,9.0,14.0,10.0,14.0,0.0,18.0,23.0,27.0,13.0,18.0,13.0,18.0,18.0,28.0,5.0,24.0,2020-08-21
Horizon Lines,0.8096808720968163,54.5,26.0,0.0,76.0,25.0,43.0,58.0,46.0,88.0,100.0,85.0,75.0,32.0,52.0,21.0,32.0,36.0,40.0,10.0,19.0,2005-09-26
Horizon Pharma,0.0,24.0,0.0,14.0,7.0,14.0,49.0,36.0,14.0,44.0,14.0,100.0,44.0,69.0,64.0,21.0,20.0,33.0,33.0,26.0,32.0,2011-07-28
Horsehead Holdings,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-08-09
Hortonworks,0.4095718070816807,46.25,46.0,39.0,38.0,42.0,37.0,63.0,54.0,36.0,61.0,100.0,72.0,30.0,26.0,42.0,54.0,46.0,46.0,46.0,54.0,2014-12-12
Hoth Therapeutics,0.0,5.25,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,100.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,2019-02-15
Houghton Mifflin Harcourt,-0.36699876932008646,72.25,93.0,83.0,100.0,73.0,80.0,59.0,63.0,67.0,53.0,79.0,71.0,46.0,69.0,64.0,42.0,23.0,36.0,60.0,53.0,2013-11-14
Houlihan Lokey,0.3042113161152069,51.375,35.0,54.0,45.0,38.0,45.0,61.0,64.0,43.0,61.0,100.0,67.0,63.0,55.0,56.0,62.0,68.0,50.0,51.0,66.0,2015-08-13
HouseValues,1.528468414826953,23.25,18.0,0.0,0.0,21.0,18.0,26.0,20.0,18.0,83.0,83.0,68.0,0.0,23.0,17.0,46.0,61.0,61.0,15.0,15.0,2004-12-09
Houston Wire & Cable,16.118095750958314,29.625,0.0,69.0,33.0,35.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,34.0,0.0,34.0,0.0,33.0,33.0,33.0,33.0,2006-06-14
Huami Corporation,16.118095750958314,16.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,100.0,33.0,0.0,0.0,65.0,33.0,33.0,99.0,34.0,0.0,0.0,2018-02-08
HubSpot,0.09893993278244206,62.875,58.0,62.0,52.0,63.0,55.0,64.0,70.0,68.0,69.0,100.0,70.0,62.0,58.0,67.0,74.0,65.0,52.0,57.0,68.0,2014-10-09
Hudson Executive Investment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,11.0,6.0,6.0,6.0,6.0,0.0,0.0,2020-06-09
Hudson Ltd.,0.9898788600304722,45.125,0.0,77.0,52.0,27.0,28.0,53.0,25.0,25.0,74.0,100.0,99.0,0.0,0.0,49.0,49.0,0.0,99.0,26.0,0.0,2018-02-01
Hudson Pacific Properties,15.444751293772967,9.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,51.0,100.0,50.0,73.0,71.0,47.0,47.0,24.0,71.0,47.0,0.0,2010-06-24
Huntsman,0.21536138083339917,68.625,78.0,57.0,67.0,68.0,62.0,61.0,94.0,60.0,80.0,85.0,98.0,81.0,63.0,74.0,86.0,54.0,69.0,57.0,72.0,2005-02-10
Huron Consulting Group,-14.580978865220017,25.875,23.0,45.0,42.0,62.0,0.0,20.0,19.0,19.0,0.0,93.0,56.0,22.0,0.0,0.0,0.0,0.0,18.0,0.0,36.0,2004-10-12
Hyatt Hotels,-0.17997135625099236,82.625,89.0,82.0,86.0,87.0,84.0,90.0,81.0,80.0,71.0,94.0,84.0,75.0,68.0,76.0,78.0,70.0,71.0,92.0,91.0,2009-11-05
Hyperion Therapeutics,0.693146967794056,27.25,0.0,31.0,31.0,0.0,46.0,47.0,0.0,16.0,47.0,64.0,16.0,31.0,64.0,32.0,0.0,0.0,15.0,0.0,30.0,2012-07-26
HyreCar,0.13815031458595817,56.75,39.0,54.0,51.0,49.0,62.0,54.0,61.0,61.0,62.0,74.0,66.0,71.0,76.0,56.0,88.0,71.0,54.0,68.0,59.0,2018-06-27
I-Mab,0.9555108296432473,11.75,13.0,20.0,7.0,13.0,7.0,0.0,0.0,21.0,26.0,100.0,51.0,19.0,25.0,32.0,6.0,12.0,6.0,12.0,30.0,2020-01-17
ICF International,0.40546503564440917,52.75,39.0,47.0,55.0,71.0,45.0,36.0,44.0,55.0,69.0,54.0,41.0,27.0,53.0,33.0,46.0,81.0,49.0,25.0,30.0,2006-09-27
ICx  Technologies,1.3664914416669203,34.375,81.0,26.0,0.0,0.0,25.0,26.0,25.0,73.0,100.0,95.0,86.0,0.0,46.0,0.0,47.0,0.0,0.0,27.0,23.0,2007-11-07
IDEAYA Biosciences,1.5371168857382989,35.75,0.0,0.0,0.0,28.0,29.0,15.0,71.0,43.0,100.0,71.0,29.0,70.0,56.0,42.0,0.0,100.0,28.0,14.0,29.0,2019-05-23
IFM Investments Limited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,2010-01-28
IGM Biosciences,0.6190388787360752,19.5,11.0,11.0,0.0,0.0,17.0,44.0,21.0,37.0,26.0,100.0,57.0,26.0,10.0,0.0,10.0,0.0,35.0,15.0,5.0,2019-09-18
IHS,-0.210156325216035,75.625,77.0,58.0,68.0,91.0,90.0,76.0,72.0,88.0,62.0,87.0,86.0,84.0,92.0,66.0,63.0,81.0,47.0,71.0,71.0,2005-11-10
IMAC Holdings,14.731801689838349,12.75,0.0,0.0,0.0,27.0,25.0,0.0,0.0,25.0,25.0,98.0,50.0,0.0,25.0,25.0,0.0,100.0,0.0,25.0,0.0,2019-02-13
IMARA,0.05001040806684731,40.625,44.0,38.0,38.0,37.0,45.0,37.0,49.0,40.0,41.0,41.0,36.0,37.0,27.0,31.0,30.0,28.0,31.0,41.0,37.0,2020-03-12
IMPINJ,0.13926203744845678,46.375,26.0,30.0,57.0,57.0,45.0,52.0,38.0,42.0,50.0,92.0,100.0,47.0,29.0,39.0,47.0,95.0,55.0,58.0,51.0,2016-07-21
IMS Health Holdings,14.88022163978423,4.375,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,100.0,12.0,18.0,6.0,6.0,0.0,0.0,6.0,20.0,7.0,2014-04-04
INC Research Holdings,16.118095750958314,20.875,0.0,0.0,0.0,0.0,0.0,34.0,33.0,0.0,100.0,32.0,0.0,33.0,33.0,0.0,66.0,0.0,0.0,0.0,63.0,2014-11-07
ING U.S.,-15.555976908243359,49.0,49.0,0.0,32.0,65.0,67.0,33.0,97.0,98.0,0.0,100.0,33.0,49.0,0.0,16.0,0.0,32.0,82.0,0.0,17.0,2013-05-02
INSU Acquisition Corp. II,0.0,2.5,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2020-09-02
IPC The Hospitalist Company,15.59046307836746,14.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,59.0,58.0,0.0,0.0,0.0,57.0,0.0,0.0,56.0,0.0,0.0,2008-01-24
IPG Photonics,0.6603570459091501,18.625,25.0,8.0,41.0,8.0,16.0,23.0,8.0,15.0,30.0,100.0,16.0,0.0,8.0,22.0,7.0,0.0,7.0,7.0,7.0,2006-12-12
ITC Holdings,0.6931465923251703,10.625,0.0,17.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0,100.0,0.0,0.0,0.0,37.0,15.0,15.0,0.0,0.0,0.0,2005-07-25
Icagen,0.9985286045472725,31.125,28.0,27.0,28.0,0.0,39.0,28.0,0.0,51.0,76.0,100.0,51.0,25.0,26.0,0.0,47.0,93.0,26.0,23.0,0.0,2005-02-02
Idenix Pharmaceuticals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,40.0,0.0,0.0,38.0,0.0,36.0,71.0,0.0,100.0,2004-07-21
Ignite Restaurant Group,0.9162902318744468,14.375,24.0,6.0,6.0,12.0,6.0,25.0,18.0,12.0,30.0,100.0,41.0,23.0,41.0,23.0,35.0,41.0,24.0,18.0,24.0,2012-05-11
Ikanos Communications,-14.845130332288226,22.0,28.0,29.0,29.0,28.0,0.0,64.0,0.0,26.0,0.0,100.0,24.0,0.0,24.0,0.0,0.0,0.0,54.0,0.0,0.0,2005-09-21
Immune Design,-0.06252033743099839,32.375,35.0,49.0,18.0,0.0,31.0,56.0,25.0,49.0,31.0,100.0,56.0,26.0,61.0,48.0,24.0,17.0,40.0,47.0,23.0,2014-07-24
Immunicon,-14.914123179965662,44.5,0.0,21.0,20.0,0.0,98.0,100.0,39.0,78.0,0.0,35.0,56.0,19.0,0.0,37.0,19.0,0.0,58.0,0.0,19.0,2004-04-16
Imperial Holdings,1.118029582670626,10.875,4.0,7.0,5.0,10.0,9.0,9.0,13.0,8.0,26.0,10.0,14.0,4.0,18.0,10.0,8.0,16.0,16.0,12.0,4.0,2011-02-08
Imperva,0.34092649669283936,36.25,24.0,28.0,34.0,32.0,32.0,43.0,30.0,46.0,45.0,100.0,27.0,31.0,43.0,27.0,49.0,22.0,13.0,32.0,29.0,2011-11-09
Imprivata,-0.18610224104038675,49.5,60.0,40.0,39.0,51.0,44.0,55.0,65.0,58.0,44.0,100.0,34.0,66.0,58.0,51.0,61.0,78.0,47.0,51.0,58.0,2014-06-25
InMode Ltd.,0.0,6.25,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,51.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-08-08
InPhonic,0.13815031458595817,57.125,45.0,33.0,65.0,88.0,40.0,63.0,74.0,32.0,62.0,59.0,42.0,60.0,59.0,40.0,60.0,98.0,100.0,37.0,27.0,2004-11-15
Inari Medical,0.1335310354826218,3.375,7.0,4.0,1.0,0.0,4.0,9.0,2.0,3.0,4.0,100.0,42.0,33.0,12.0,11.0,3.0,13.0,7.0,13.0,17.0,2020-05-22
Independence Contract Drilling,0.9808289925951339,26.0,47.0,0.0,32.0,16.0,16.0,32.0,32.0,16.0,64.0,100.0,48.0,47.0,31.0,60.0,15.0,61.0,0.0,15.0,0.0,2014-08-08
Independence Realty Trust,15.096444681204078,18.0,0.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.0,36.0,35.0,0.0,0.0,33.0,66.0,100.0,33.0,33.0,0.0,2013-08-13
Independent Bank Group,0.2811673277687734,40.875,38.0,39.0,13.0,25.0,74.0,50.0,25.0,50.0,51.0,100.0,62.0,13.0,38.0,26.0,13.0,12.0,25.0,37.0,0.0,2013-04-03
India Globalization Capital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,50.0,0.0,0.0,52.0,100.0,53.0,2006-03-02
Indonesia Energy,-0.19699824236990082,74.625,79.0,71.0,73.0,68.0,78.0,97.0,51.0,97.0,62.0,75.0,52.0,53.0,80.0,71.0,57.0,62.0,68.0,70.0,80.0,2019-12-19
Industrial Logistics Properties Trust,15.483217567201578,13.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,28.0,53.0,100.0,0.0,24.0,0.0,49.0,25.0,0.0,48.0,0.0,24.0,2018-01-12
Industrial Tech Acquisitions,16.118095750958314,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,77.0,12.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-09
Infinera,0.21622297437010252,15.5,12.0,7.0,16.0,19.0,14.0,12.0,15.0,23.0,18.0,100.0,33.0,16.0,19.0,6.0,15.0,19.0,19.0,15.0,12.0,2007-06-06
InfoSonics,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,51.0,0.0,0.0,60.0,52.0,0.0,0.0,0.0,100.0,2004-06-16
Infoblox,0.31121248495982057,33.125,34.0,38.0,32.0,36.0,28.0,29.0,28.0,31.0,43.0,100.0,55.0,34.0,36.0,35.0,29.0,30.0,34.0,37.0,33.0,2012-04-20
InfraREIT,1.4271150889747881,8.75,0.0,6.0,7.0,20.0,0.0,0.0,6.0,6.0,25.0,100.0,31.0,19.0,6.0,6.0,0.0,31.0,13.0,7.0,32.0,2015-01-30
Inhibitex,0.6931470243099818,36.0,0.0,36.0,60.0,64.0,0.0,0.0,32.0,32.0,64.0,0.0,0.0,0.0,0.0,100.0,67.0,0.0,33.0,0.0,0.0,2004-06-03
Inhibrx,1.9661103992339772,6.375,0.0,5.0,0.0,2.0,5.0,5.0,7.0,2.0,25.0,100.0,16.0,11.0,9.0,14.0,7.0,5.0,2.0,0.0,12.0,2020-08-19
InnerWorkings,1.1526789397632595,13.625,16.0,23.0,0.0,0.0,16.0,16.0,8.0,8.0,38.0,100.0,0.0,0.0,0.0,0.0,7.0,0.0,20.0,20.0,19.0,2006-08-15
Innophos Holdings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2006-11-02
Innovative Industrial Properties,0.9808289057896369,19.0,3.0,3.0,0.0,23.0,23.0,17.0,19.0,19.0,48.0,100.0,49.0,9.0,13.0,20.0,6.0,15.0,18.0,6.0,6.0,2016-12-01
Inogen,0.36178999271295886,59.375,61.0,56.0,49.0,33.0,62.0,64.0,71.0,56.0,84.0,100.0,79.0,74.0,90.0,72.0,75.0,64.0,86.0,60.0,66.0,2014-02-14
Inotek Pharmaceuticals,15.123843647884687,7.25,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,37.0,100.0,15.0,15.0,15.0,22.0,16.0,8.0,23.0,7.0,15.0,2015-02-18
Inovalon Holdings,14.346139397261567,7.625,0.0,0.0,0.0,10.0,34.0,0.0,0.0,0.0,17.0,100.0,0.0,16.0,25.0,16.0,8.0,0.0,0.0,0.0,0.0,2015-02-12
Inozyme Pharma,0.6931457519915778,4.375,0.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,100.0,21.0,21.0,7.0,28.0,7.0,7.0,7.0,7.0,7.0,2020-07-24
Inph,0.49469608573859647,30.875,9.0,34.0,17.0,49.0,25.0,25.0,16.0,40.0,41.0,16.0,16.0,16.0,15.0,23.0,8.0,0.0,36.0,23.0,15.0,2010-11-11
Inspire Medical Systems,0.28768179467427357,9.875,6.0,6.0,12.0,6.0,13.0,6.0,12.0,12.0,12.0,100.0,19.0,19.0,38.0,0.0,19.0,6.0,6.0,31.0,19.0,2018-05-03
Installed Building Products,1.40779990954195,21.875,12.0,0.0,0.0,26.0,35.0,45.0,11.0,11.0,47.0,100.0,56.0,44.0,11.0,34.0,33.0,77.0,33.0,0.0,12.0,2014-02-13
Instructure,-0.032088311119006896,95.25,86.0,88.0,100.0,100.0,96.0,93.0,99.0,94.0,92.0,90.0,96.0,49.0,82.0,88.0,71.0,21.0,15.0,59.0,68.0,2015-11-13
Insulet Corporation,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,100.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,2007-05-14
Insurance Acquisition,-0.03322564321214028,72.875,75.0,81.0,70.0,54.0,81.0,78.0,54.0,91.0,74.0,52.0,87.0,68.0,91.0,37.0,77.0,67.0,71.0,83.0,71.0,2019-03-20
Insys Therapeutics,1.589234409198693,17.0,29.0,29.0,9.0,10.0,0.0,29.0,10.0,0.0,49.0,49.0,19.0,10.0,57.0,28.0,0.0,38.0,39.0,19.0,20.0,2013-05-02
