General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"Equity Distribution Acquisition Corp. is a newly incorporated blank check company whose business purpose is to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses or entities, which we refer to as our initial business combination. We have not selected any business combination target and we have not, nor has anyone on our behalf, initiated any substantive discussions, directly or indirectly, with any business combination target. We will seek to capitalize on the operational, tactical and organizational experience of our founders, Sam Zell and Bill Galvin. Although we may pursue targets in any industry, we intend to initially focus our search on identifying a prospective target business in North America within the industrial sector with an enterprise valuation in the range of $1 billion to $1.5 billion. In particular, we intend to focus on companies providing technology-enabled solutions in industrial and industrial distribution markets.",BLANK CHECKS,0,2020,Contact Information,"Two North Riverside Plaza, Suite 600, Chicago, IL 60606, US",(312) 454-0100,,Equity Distribution Acquisition,Financial Information,$435mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EQD.U,NYSE,36.0,$10.00 - $10.00,$360.0 mil,Credit Suisse,-,9/16/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"At Erasca, our name is our mission: to erase cancer. We are a clinical-stage precision oncology company singularly focused on discovering, developing, and commercializing therapies for patients with RAS/MAPK pathway-driven cancers. Molecular alterations in RAS, the most frequently mutated oncogene, and the MAPK pathway, one of the most frequently altered signaling pathways in cancer, account for approximately 5.5 million new cases of cancer worldwide per year. Our company was co-founded by leading pioneers in precision oncology and RAS targeting to create novel therapies and combination regimens designed to comprehensively shut down the RAS/MAPK pathway for the treatment of cancer. We have assembled what we believe to be the deepest, wholly-owned or controlled RAS/MAPK pathway-focused pipeline in the industry, comprising 11 modality-agnostic programs aligned with our three therapeutic strategies of: (1) targeting key upstream and downstream signaling nodes in the RAS/MAPK pathway; (2) targeting RAS directly; and (3) targeting escape routes that emerge in response to treatment. The target breadth and molecular diversity represented in our pipeline enable us to pursue a systematic, data-driven clinical development effort to identify single agent and combination approaches with the goal of prolonging survival in a wide range of patient populations with high unmet needs. Our modality-agnostic approach aims to allow us to selectively and potently inhibit or degrade critical signaling nodes with small molecule therapeutics, large molecule therapeutics, and protein degraders. Our purpose-built pipeline includes two clinical-stage programs (ERK and SHP2 inhibitors, which together comprise our first, innovative MAPKlamp), two preclinical-stage programs (CNS-penetrant KRAS G12C and EGFR inhibitors), and seven discovery-stage programs targeting other key oncogenic drivers. We expect to have four product candidates in the clinic within the next six quarters, plus an additional IND filing every 12-18 months over the next five years. We believe our world-class team’s capabilities and experience, further guided by our scientific advisory board, which includes the world’s leading experts in the RAS/MAPK pathway, uniquely position us to achieve our bold mission of erasing cancer. (Note: Erasca upsized its IPO at pricing on July 15, 2021, to 18.75 million shares, up from 17.5 million in the prospectus, at $16 – the top of its $14-to-$16 range – to raise $300 million.)",PHARMACEUTICAL PREPARATIONS,102,2018,Contact Information,"10835 Road to the Cure, Suite 140 San Diego, CA 92121",(858) 465-6511,http://www.erasca.com/,"Erasca, Inc.",Financial Information,$1723.35mil,$0 mil (last 12 months),$-96.02 mil (last 12 months),IPO Profile,ERAS,NASDAQ,18.8,$16.00 - $16.00,$300.0 mil,J.P Morgan/ Morgan Stanley/ BofA Securities/ Evercore ISI/ Guggenheim Securities,-,7/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to target opportunities and companies in the North American energy and infrastructure value chain and contiguous industries that we believe will fundamentally change the current energy landscape by accelerating a shift to a low-carbon future. (Incorporated in the Cayman Islands) (ESGEN Acquisition Corp. upsized its SPAC IPO at pricing on Oct. 19, 2021, to 24 million units, up from 20 million, at $10 each to raise $240 million.)",BLANK CHECKS,0,2021,Contact Information,"5956 Sherry Lane Suite 1400 Dallas, Texas 75225",214) 987-6100,,ESGEN Acquisition Corp.,Financial Information,$290.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ESACU,NASDAQ,24.0,$10.00 - $10.00,$240.0 mil,Citigroup/ Barclays,-,10/20/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a blank check company newly incorporated in the Cayman Islands for the purpose of effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses. We have not selected any specific business combination target, and we have not, nor has anyone on our behalf, engaged in any substantive discussions, directly or indirectly, with any business combination target with respect to an initial business combination with us. While we may pursue a target in any industry, section or geography, we intend to seek a target that is positioned to benefit from the global transition towards a low carbon economy, including but not limited to the shift away from fossil fuels, the light-weighting and electrification of vehicles and the reduction of carbon emissions from key industrial processes.",BLANK CHECKS,0,2021,Contact Information,"2229 San Felipe, Suite 1300, Houston, TX 77019, US",(713) 579-5000,,ESM Acquisition,Financial Information,$365mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ESM.U,NYSE,300.0,$10.00 - $10.00,$300.0 mil,Credit Suisse,-,3/10/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: IPOScoop has No Call on this micro-cap IPO. The company has applied to the NASDAQ for approval to list its common stock.) We are a technology company developing and operating platforms focused on esports and competitive gaming. We operate a licensed online gambling platform, gogawi.com, which is an esports/sportsbook focused on bettors in Asia and Latin America. We offer real money betting on esports events from around the world in a secure environment. We accept wagers on major esports titles including: Counter-Strike: GO, League of Legends, Dota 2, StarCraft 2, Rocket League, Rainbow Six, Warcraft 3, King of Glory and FIFA; as well as professional sports, including the NFL, the NBA, Major League Baseball, soccer and more. We hold a gaming license from the Curacao Gaming Authority. Under our existing license, we can accept wagers from residents of more than 149 jurisdictions. Historically, virtually all of our wagers have been sourced in the Philippines. During 2021 and in connection with the introduction of our updated site, we intend to target additional markets in which we are licensed to accept wagers, including Japan, Thailand, Mexico and South America. Although we are not currently licensed to accept wagers in the United States, we intend to introduce a “free to play” online esports experience in the United States during 2021. Our “free to play” experience will allow users to predict esports match winners and outcomes without wagering real money. We will offer users ways to earn loyalty points. We anticipate monetizing the traffic via advertising (both display and affiliate) as well as offering microtransactions and in-game currencies. (Note: Esports Holdings raised its price range to $5.00 to $6.00, up from $4.50 to $5.00 initially, on the same number of shares – 2 million – in an S-1/A filing dated April 12, 2021.)",Amusement - Online gaming & sports betting,17,2016,Contact Information,"720 South 7th Street, 3rd Floor Las Vegas, NV 89101",(702) 481-1779,http://www.esportstechnologies.com,"Esports Technologies, Inc.",Financial Information,$69.58mil,$0.2 mil (last 12 months),$-0.6 mil (last 12 months),IPO Profile,EBET,NASDAQ,2.4,$6.00 - $6.00,$14.4 mil,Boustead Securities,-,4/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on industries that complement our management team’s background, and capitalize on the ability of our management team to identify and acquire a business, focusing on the biomedical or healthcare-related industries. In particular, we will target North American and European healthcare companies with the potential to drive transformational change through the convergence of biomedicine and data science, areas in which our management team and Board of Directors have extensive operating, investing and transactional experience. Dr. Stelios Papadopoulos, the chairman of our board of directors, is chairman of the board of directors of Biogen Inc., Exelixis, Inc., and Regulus Therapeutics Inc. He is a co-founder of Exelixis, Inc. In the not-for-profit sector, Dr. Papadopoulos is a member of the Board of Visitors of Duke Medicine. He spent six years (2000-2006) at Cowen & Co., LLC, most recently as vice chairman, where as an investment banker, he focused on the biotech and pharma sectors. Parag Saxena, our CEO, has extensive investment experience in the U.S. and in the Indian subcontinent. Mr. Saxena co-founded Vedanta Management L.P. and New Silk Route Advisors L.P., private equity investment management firms, in 2006 ,which currently collectively manage over $600 million in assets. He is the managing partner and CEO of both firms. Chief Executive Officer of both firms An affiliate of our sponsor, Vedanta Management, is a leading healthcare and technology focused investment firm. The members of the team at Vedanta (including their time at Invesco and its predecessor firms) have been early backers (first institutional check/early investor) of transformative companies in key sectors: healthcare (Celgene, Amgen, Masimo, Genomic Health, Parexel, ICOS Pharmaceuticals), technology (Metro PCS, ARM, Polycom), and consumer (Starbucks, Costco).",BLANK CHECKS,0,2020,Contact Information,"250 West 55th Street, Suite 13D New York, New York 10019",(212) 710-5220,,Eucrates Biomedical Acquisition Corp.,Financial Information,$128.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EUCRU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,Stifel/ H.C. Wainwright & Co.,,10/23/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to capitalize on the ability of our management team to identify promising opportunities in the life sciences industry in Europe. (Blank check company incorporated in the Cayman Islands) (Note: European Biotech Acquisition priced its SPAC IPO on March 15, 2021, in sync with the terms in its prospectus: 10 million units at $10 each to raise $100 million.)",BLANK CHECKS,0,2021,Contact Information,"Johannes Vermeerplein 9 1071 DV Amsterdam, Netherlands",31 (0) 20 664 55 00,,European Biotech Acquisition Corp.,Financial Information,$129.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EBACU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,Credit Suisse/Kempen & Co.,-,3/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on European companies with leading edge technology in sustainable industries and compelling growth trajectories in a variety of areas such as renewable energy, food/agri-tech, water conservation, energy storage, recycling, ed-tech/online learning, fintech and data/cloud.",BLANK CHECKS,0,2020,Contact Information,"73 Arch Street Greenwich, CT 06830",(203) 983-4400,,European Sustainable Growth Acquisition Corp.,Financial Information,$156.85mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EUSGU,NASDAQ,12.5,$10.00 - $10.00,$125.0 mil,EarlyBirdCapital/ ABN Amro,-,1/22/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are the largest and the fastest-growing franchisor and operator of out-of-home (OOH) waxing services in the United States by number of centers and system-wide sales. We delivered over 21 million waxing services in 2019 and over 13 million waxing services in 2020, generating more than $687 million and $469 million of system-wide sales, respectively, across our highly franchised network. We have a leading portfolio of centers operating in 808 locations across 44 states as of March 27, 2021. Of these locations, 803 are franchised centers operated by franchisees and five are corporate-owned centers. (Note: European Wax Center, Inc., priced its IPO on Aug. 4, 2021, at $17 – above the mid-point of its $15-to-$18 range – on 10.6 million shares, the same number of shares in its prospectus, to raise $180.2 million.)",Services - Personal Services,92,2004,Contact Information,"5830 Granite Parkway, 3rd Floor Plano, Texas 75024",(469) 264-8123,http://www.waxcenter.com/,"European Wax Center, Inc.",Financial Information,$1052.54mil,$107.25 mil (last 12 months),$-19.44 mil (last 12 months),IPO Profile,EWCZ,NASDAQ,10.6,$17.00 - $17.00,$180.2 mil,Morgan Stanley/ BofA Securities/ Jefferies,"Citigroup	/ Guggenheim Securities/ Truist Securities/ Baird/ Telsey Advisory Group/ Academy Securities/ Penserra Securities LLC/ R. Seelaus & Co., LLC",8/5/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage AI-immunology™ platform company using our proprietary artificial intelligence, or AI, technology, engineering expertise and drug development know-how to simulate the human immune system and generate predictive models to identify and develop novel immunotherapies for the treatment of various cancers, bacterial diseases and viral infections. Drug discovery and clinical development using historically prevailing techniques is a long, costly process with a high attrition rate. We believe our proprietary AI-immunology platforms, trained to translate vast amounts of data into a deep understanding of biological processes in the human body, can be harnessed to rapidly and cost effectively design and develop unique immunotherapies, thereby potentially revolutionizing the process of drug discovery and development. (Note: Evaxion Biotech priced its IPO on Feb. 4, 2021, with 3.0 million shares, up from 2.8 million shares, at $10, the low end of its $10-to-$12 price range.)",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),35,2008,Contact Information,Bredgade 34E 1260 Copenhagen K Denmark,+45 53 53 18 50,,Evaxion Biotech A/S,Financial Information,$208.45mil,$0 mil (last 12 months),$-14.3 mil (last 12 months),IPO Profile,EVAX,NASDAQ,3.0,$10.00 - $10.00,$30.0 mil,Oppenheimer & Co.,Ladenburg Thalmann,2/5/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search for a target business operating in the automotive and mobility industry. (Incorporated in the Cayman Islands) Our focus will be predominantly within the mobility-related ecosystem and its surrounding adjacencies. This landscape encompasses traditional automotive sectors as well as technological subsectors that are driving the advancement of the industry as a whole. Most notably this includes autonomous, connected, electric and shared (“ACES”) mobility, yielding a market opportunity that is large, highly diverse, and poised for growth through digitalization. We believe numerous subsectors are adjacent to the broader mobility ecosystem, which include, but are not limited to manufacturing, hard and soft technology around autonomy, connectivity, subscriptions, digital retailing, financial services, insurtech, maintenance and repair, aftermarket, telematics, logistics and supply chain management. Scott Painter has been our CEO and the chairman of our board of directors since our inception in April 2021. Mr. Painter has a history of launching innovative business models that have helped transform the automotive industry. He founded CarsDirect.com (now Internet Brands). CarsDirect.com was among the first generation of online car sites, which helped introduce the world’s major automotive manufacturers and their franchised dealers to pricing transparency enabled by the Internet. Mr. Painter studied political science and systems engineering at the United States Military Academy at West Point between 1989 and 1991; he did not receive a degree and left before graduating. He then studied economics at the University of California, Berkeley (UC Berkeley) between 1992 and 1993; he did not receive a degree and left UC Berkeley prior to graduation. Mr. Painter is currently the CEO and chairman of NextCar Holding Company, Inc. (“NXCR”), an automotive subscription platform, in which capacity he is in frequent contact with innovators in the mobility sector. (Note: EVe Mobility Acquisition Corp. upsized its SPAC IPO at pricing on Dec. 14, 2021, to 22 million units, up from 20 million, at $10 each to raise $220 million.)",BLANK CHECKS,0,2021,Contact Information,"4001 Kennett Pike, Suite 302 Wilmington, DE 19807",(302) 273-0014,,EVe Mobility Acquisition Corp.,Financial Information,$270.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EVE.U,NYSE,22.0,$10.00 - $10.00,$220.0 mil,Cantor/ Moelis & Co.,-,12/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We aim to be the trusted partner of choice for the services economy by providing modern, vertically-tailored software solutions that enable our customers to drive growth and new business opportunities, manage and scale their operations, and improve customer relationships. EverCommerce is a leading provider of integrated, vertically-tailored software-as-a-service (SaaS) solutions for service-based small- and medium-sized businesses, or service SMBs. Our platform spans across the full lifecycle of interactions between consumers and service professionals with vertical-specific applications. Today, we serve over 500,000 customers across three core verticals: Home Services; Health Services; and Fitness & Wellness Services.",PREPACKAGED SOFTWARE,1750,2016,Contact Information,"3601 Walnut Street, Suite 400 Denver, CO 80205, US",720-647-4948,http://www.evercommerce.com,EverCommerce,Financial Information,,$365.4 mil (last 12 months),$-56.0 mil (last 12 months),IPO Profile,EVCM,NASDAQ,0.0,$0.00 - $0.00,$100.0 mil,Goldman Sachs/ J.P. Morgan/ RBC Capital Markets/ KKR,Barclays/ Deutsche Bank Securities/ Jefferies/ Evercore ISI/ Oppenheimer/ Piper Sandler/ Raymond James/ Stifel Canaccord Genuity/ JMP Securities/ Academy Securities/ Loop Capital Markets/ R. Seelaus/ Ramirez.,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"EverCommerce is a leading provider of software-as-a-service (SaaS) solutions for service-based small- and medium-sized businesses, or service SMBs. Today, we serve over 500,000 customers across three core verticals: Home Services, Health Services and Fitness & Wellness Services. Our customers range from home improvement contractors and home maintenance technicians to physician practices and therapists to personal trainers and salon owners. Our integrated solutions include Business Management Software (route-based dispatching, medical practice management and gym member management), Billing & Payment Solutions (e-invoicing, mobile payments and integrated payment processing), Customer Engagement Applications (reputation management and messaging solutions) and Marketing Technology Solutions (websites, hosting, and digital lead generation). (Note: EverCommerce priced its IPO on June 30, 2021, in line with the terms in its prospectus: 19.12 million shares at $17 – the mid-point of its $16-to-$18 price range – to raise $324.7 million.)",SERVICES - PREPACKAGED SOFTWARE,1750,2016,Contact Information,"3601 Walnut Street, Suite 400 Denver, Colorado 80205",720-647-4948,http://www.evercommerce.com/,EverCommerce Inc.,Financial Information,$3272.16mil,$365.41 mil (last 12 months),$-56.05 mil (last 12 months),IPO Profile,EVCM,NASDAQ,19.1,$17.00 - $17.00,$325.0 mil,Goldman Sachs/ J.P. Morgan/ RBC Capital Markets/ KKR,Barclays/ Deutsche Bank Securities/ Jefferies/ Evercore ISI/ Oppenheimer/ Piper Sandler/ Raymond James/ Stifel/ Canaccord Genuity/ JMP Securities/ Academy Securities/ Loop Capital/ R. Seelaus & Co./ Ramirez & Co.,7/1/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search for business combination targets in the wealth management industry, including independent financial advisory providers as well as wealth management-focused technology companies (“WealthTech” companies). Our management team will consist of Adam Dooley, our CEO, and Jacqueline Shoback, our COO, who will both be supported by our non-executive directors and our strategic advisors. Experience among our founders includes senior executive management positions within the wealth management businesses of leading global banks (e.g., Goldman Sachs Global Private Client and Citigroup Global Private Bank), insurance companies (e.g., The Hartford and MetLife Investment Management), WealthTech companies (e.g., Envestnet | Yodlee), other leading wealth management and financial services firms (e.g., Banamex U.S., Boston Private Financial Holdings, Fidelity Investments, TIAA, and U.S. Trust) and a leading educational institution (Harvard University). (Everest Consolidator Acquisition Corp. priced its SPAC IPO on Nov. 23, 2021, in sync with the terms in its prospectus: 15 million units at $10 each to raise $150 million.)",BLANK CHECKS,0,2021,Contact Information,"4041 MacArthur Blvd Newport Beach, CA 92660",(949) 610-0835,,Everest Consolidator Acquisition,Financial Information,$187.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,MNTN.U,NYSE,15.0,$10.00 - $10.00,$150.0 mil,BofA Securities,-,11/24/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to pursue tech-focused companies in Asia, especially those in AI (artificial intelligence), FinTech (financial technology) and financial services, the Internet of Things (IoT), e-commerce, social commerce and the new digital economy. (Incorporated in the Cayman Islands) (Note: Evergreen Corp. priced its SPAC IPO on Feb. 8, 2022, in sync with the terms in its prospectus: 10 million units at $10 each to raise $100 million.)",BLANK CHECKS,0,2021,Contact Information,"15-04, The Pinnacle Persiaran Lagoon, Bandar Sunway Petaling Jaya, Selangor, Malaysia",1 786 406 6082,,Evergreen Corp.,Financial Information,$130.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EVGRU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,EF Hutton,-,2/9/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on companies in the technology and financial sectors with an enterprise value of approximately $250 million to $750 million, although we may find a deal below or above that range, including firms with a nexus to Japan. Our management team has had significant success sourcing, acquiring, growing and monetizing these types of companies. We believe this experience makes us well suited to identify, source, negotiate and execute an initial business combination with the ultimate goal of pursuing attractive risk-adjusted returns for our shareholders. Our team is led by Michael L. Lerch (our Chairman) and Richard Chisholm (our Chief Executive Officer), who have worked together for over 15 years and hold, respectively, the Chief Investment Officer and Chief Executive Officer positions at Evolution Capital Management LLC (“ECM”), a U.S.-based investment manager that is a member of the Evolution Financial Group (“Evolution”). Evolution operates an integrated group of financial services businesses that include Evolution Japan Securities Co. Ltd. (“EJS”), a boutique investment bank and regulated securities broker based in Japan. We intend to draw upon Evolution’s infrastructure, personnel, network, and relationships of the management team and of Evolution.",BLANK CHECKS,0,2020,Contact Information,"10 Stateline Road Crystal Bay, Nevada 89402",(775) 624-9360,,Evo Acquisition Corp.,Financial Information,$125.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EVOJU,NASDAQ,10.9,$10.00 - $10.00,$109.0 mil,B. Riley Securities/SMBC Nikko,-,2/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: Not an IPO: We are offering American Depositary Shares (ADS) based on the closing price of our ordinary shares on the Frankfurt Stock Exchange on Oct. 22, 2021, of €44.99 and assuming an exchange rate of $1.163 per euro. Our shares are listed on the Frankfurt Stock Exchange under the symbol “EVT” and under the ISIN DE0005664809. Our ADSs are currently traded on the over-the-counter market in the United States under the symbol “EVTCY.” Each ADS represents one-half of an ordinary share.) We are an industry-leading drug discovery and development partner for the pharmaceutical and biotechnology industry. Our mission is to discover best and first-in-class medicines for a broad range of difficult to treat diseases in collaboration with our partners. To that end, we have built a comprehensive suite of fully integrated, next generation technology platforms which we believe will transform the way new drugs are discovered. By leveraging the advanced capabilities of our integrated platforms, we are able to provide solutions to our partners that enable significant improvements in the quality of new drugs while accelerating the drug discovery process and reducing the high cost of attrition often associated with traditional drug discovery processes. (Note: Evotec SE trimmed its ADS offering at pricing on Nov. 3, 2021, by pricing 20 million American Depositary Shares, down from 22 million in the prospectus, at US$21.75 – down from the assumed offering price of US$26.16, to raise $435.0 million.)",PHARMACEUTICAL PREPARATIONS,3900,1993,Contact Information,"Essener Bogen 7, 22419 Hamburg, Germany",+49 40 560810,http://www.evotec.com,Evotec SE,Financial Information,$9187.4mil,$541.2 mil (last 12 months),$111.7 mil (last 12 months),IPO Profile,EVO,NYSE,20.0,$21.75 - $21.75,$435.0 mil,BofA Securities/ Morgan Stanley/ Citigroup/ Jefferies/ Cowen/ RBC Capital Markets,-,11/4/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Exagen is dedicated to transforming the care continuum for patients suffering from debilitating and chronic autoimmune diseases by enabling timely differential diagnosis and optimizing therapeutic intervention. We have developed and are commercializing a portfolio of innovative testing products under our AVISE® brand, several of which are based on our proprietary Cell-Bound Complement Activation Products, or CB-CAPs, technology. CB-CAPs assess the activation of the complement system, a biological pathway that is widely implicated across many autoimmune and autoimmune-related diseases, including systemic lupus erythematosus, or SLE. Our goal is to enable rheumatologists to improve care for patients through the differential diagnosis, prognosis and monitoring of complex autoimmune and autoimmune-related diseases, including SLE and rheumatoid arthritis, or RA.",MEDICAL LABORATORIES,114,2002,Contact Information,"1261 Liberty Way, Suite C, Vista, CA 92081, US",(760) 560-1501,http://www.exagen.com,Exagen,Financial Information,$168.5mil,$37.6 mil (last 12 months),$-18.5 mil (last 12 months),IPO Profile,XGN,NASDAQ,3.6,$14.00 - $14.00,$50.0 mil,Cowen/ Cantor/ William Blair,-,9/19/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Excelerate is changing the way the world accesses cleaner, more affordable and reliable energy by delivering regasified natural gas, benefitting hundreds of millions of people around the world. From our founding, we have focused on providing flexible liquefied natural gas (“LNG”) solutions to emerging markets in diverse environments across the globe, providing a lesser emitting form of energy to markets that often rely on coal as their primary energy source. At Excelerate, we believe that access to affordable energy such as LNG is critical to assisting emerging markets in their decarbonization efforts, while at the same time promoting economic growth and improving quality of life. We have grown our business significantly since our first floating storage and regasification unit (“FSRU”) charter in 2003, and today, we are a profitable energy company with a geographically diversified business model. Our business spans the globe, with regional offices in eight countries and operations in the United States, Brazil, Argentina, Israel, United Arab Emirates, Pakistan and Bangladesh. We are the largest provider of regasified LNG in Argentina and Bangladesh and one of the largest providers of regasified LNG in Brazil and Pakistan, and we operate the largest FSRU in Brazil. We also lease an LNG terminal in Bahia, Brazil from Petróleo Brasileiro S.A. (“Petrobras”), and in December 2021, we started importing LNG and selling regasified natural gas to Petrobras. In each of these countries, we provide a cleaner energy source from which power can be generated consistently.",Regasified LNG,901,2003,Contact Information,"2445 Technology Forest Blvd., Level 6 The Woodlands, TX 77381",(832) 813-7100,http://www.excelerateenergy.com/,"Excelerate Energy, Inc.",Financial Information,$2382.3mil,$657.7 mil (last 12 months),$51.7 mil (last 12 months),IPO Profile,EE,NYSE,16.0,$21.00 - $24.00,$360.0 mil,"Barclays/ J.P. Morgan/ Morgan Stanley/ Wells Fargo Securities/SMBC Nikko/ Raymond James/ Stephens Inc./ Tudor,Pickering, Holt & Co./ BOK Financial Securities, Inc.",-,4/13/2022,,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Wednesday
General Information,"We intend to focus our search on a U.S. domiciled Financial Technology (“FinTech”) company and will leverage our deep domain expertise, investing track record, and extensive networks in order to pursue a business combination with a high-quality growth-oriented company in the FinTech business-to-business (“B2B”) software-as-a-service (“SaaS”) sector. Our company is led by Logan Allin, our Chief Executive Officer, and Jennifer Hill, our Chairman of the Board. We are affiliated with Fin Venture Capital (“Fin VC”) and Grand Fortune Capital, LLC (“GFC”) (each a “Sponsor Affiliate”). GFC is an investment company solely owned by Jackson Wijaya, who has completed a series of significant M&A transactions and numerous investments in FinTech, TMT and Healthcare. Fin VC, founded by Mr. Allin in 2018, is a leading FinTech-focused venture and growth equity firm with $750 million+ in assets under management and a portfolio of 40+ market leading FinTech companies from Seed-to-pre-IPO including unicorns such as SoFi, Greenlight, Unqork, DailyPay, Tradeshift, Figure and Pipe. (Note: ExcelFin Acquisition Corp. priced its SPAC IPO on Oct. 20, 2021, in line with the terms in its prospectus: 20 million units at $10 each to raise $200 million.)",BLANK CHECKS,0,2021,Contact Information,"473 Jackson St., Suite 300 San Francisco, CA 94111",(415) 715-4377,,ExcelFin Acquisition Corp.,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,XFINU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,UBS Investment Bank,Exos Securities LLC /KeyBanc Capital Markets,10/21/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Executive Network Partnering Corporation (“ENPC”) was formed as a partnership among Paul Ryan, our Chairman, who has served as the 54th Speaker of the U.S. House of Representatives; Solamere Capital, a private equity firm anchored by its network of leading business executives, including former chief executive officers of S&P 500 companies (the “Solamere Network”), and Alex Dunn, who has served in various senior operating roles at several businesses where he helped grow shareholder value, most recently as President of Vivint SmartHome (NYSE: VVNT). We are a newly organized company incorporated as a Delaware corporation for the purpose of effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar partnering transaction with one or more businesses, which we refer to throughout this prospectus as our “partnering transaction.” We have not selected any business with which we will partner and we have not, nor has anyone on our behalf, engaged in any substantive discussions, directly or indirectly, with respect to a specific partnering transaction. We may pursue a partnering transaction in any business or industry but expect to focus on a business where we believe our strong network, operational background, and aligned economic structure will provide us with a competitive advantage.",BLANK CHECKS,0,2020,Contact Information,"137 Newbury Street, 7th Floor Boston, MA 02116",857) 362-9205,,Executive Network Partnering Corp.,Financial Information,$365.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ENPC.U,NYSE,14.4,$25.00 - $25.00,$360.0 mil,Evercore ISI,-,9/16/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
