General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"While we may pursue an initial business combination target in any industry or geographic location, we intend to focus our search on companies in the consumer industry with enterprise valuations in the range of $200 million to $3.5 billion. Our sponsor is part of the Gabelli Group, founded and controlled by Mario Gabelli. Our management team is led by P. Kasper Jakobsen, chairman and CEO, and Joseph A. Gabelli, our president. Mr. Jakobsen has extensive business experience in, and cultivated relationships in, the consumer products market due to his roles as chief executive officer of Mead Johnson Nutrition, the producer of the leading Enfamil™ infant formula products, and executive marketing roles at Unilever N.V., one of the world’s largest and oldest consumer goods businesses.",BLANK CHECKS,0,2020,Contact Information,"249 Royal Palm Way Suite. 503, Palm Beach, FL 33480, US",(561) 318-3766,,PMV Consumer Acquisition,Financial Information,$218.9mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PMVC.U,NYSE,17.5,$10.00 - $10.00,$175.0 mil,UBS Investment Bank/ BTIG,-,9/22/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a precision oncology company pioneering the discovery and development of small molecule, tumor-agnostic therapies targeting p53 mutations. p53 is a well-defined tumor suppressor protein known as the “guardian of the genome,” and normal, or wild-type, p53 has the ability to eliminate cancer cells. However, mutant p53 proteins can be misfolded and lose their wild-type tumor-suppressing function. These p53 mutations are found in approximately half of all cancers. The field of p53 biology was established by our co-founder, Dr. Arnold Levine, when he discovered the p53 protein in 1979. We have leveraged more than four decades of research experience and developed unique insights into p53 to create a precision oncology platform designed to generate selective, small molecule, tumor-agnostic therapies that structurally correct specific mutant p53 proteins to restore their wild-type function. We are deploying our precision oncology platform to target the top 10 most frequent, or hotspot, p53 mutations that are collectively associated with approximately 10% to 15% of all cancers. We believe that we have designed our lead product candidate, PC14586, to potently and selectively correct p53 misfolding caused by a specific p53 mutation, Y220C, while sparing wild-type p53. The Y220C mutation is associated with 1.0% to 1.5% of all cancers, including breast, non-small cell lung cancer, or NSCLC, colorectal, pancreatic and ovarian cancers.",Pharmaceuticals,39,2013,Contact Information,"8 Clarke Drive, Suite 3 Cranbury, NJ 08512",(609) 642-6670,http://www.pmvpharma.com,PMV Pharmaceuticals,Financial Information,$655.86mil,$0 mil (last 12 months),$-40.6 mil (last 12 months),IPO Profile,PMVP,NASDAQ,11.8,$18.00 - $18.00,$211.7 mil,Goldman Sachs/ BofA Securities/ Cowen/ Evercore ISI,,9/25/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on rapidly growing, highly scalable companies with attractive unit economics in the technology sector that can benefit from the expertise and capabilities of our management team in order to create long-term shareholder value. Our geographic focus is global in nature, but with a particular focus on business combination targets in Europe and Asia.",BLANK CHECKS,0,2020,Contact Information,"101 Natoma St., 2F San Francisco, CA 94105, US",415 432 8880,,POEMA Global Holdings,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PPGHU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Citigroup/ UBS Investment Bank,-,1/6/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a Phase 3 clinical-stage biopharmaceutical company focused on developing targeted, locally administered and prolonged-release therapeutics using our proprietary Polymer-Lipid Encapsulation matriX, or PLEX, technology. Our product candidates are designed to address diseases with high unmet medical needs by pairing our PLEX technology with drugs already approved by the U.S. Food and Drug Administration, or FDA. Our PLEX technology is designed to deliver drugs directly to precise sites in the body at predetermined release rates and over durations ranging from several days to several months.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,57,2008,Contact Information,"18 Hasivim Street, P.O. Box 7126, Petach Tikva 4959376 Israel",+972 (74) 719-5700,http://www.polypid.com,PolyPid,Financial Information,$262.7mil,$0 mil (last 12 months),$-6.9 mil (last 12 months),IPO Profile,PYPD,NASDAQ,3.8,$16.00 - $16.00,$60.0 mil,Barclays/ BMO Capital Markets,Raymond James/ National Securities Corporation/ Oddo BHF/ A.G.P.,6/26/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Our efforts to identify a target business will likely span many industries and regions around the world, but we intend to focus on our search in especially the Asia-Pacific and North America regions. However, we will not consummate our initial business combination with an entity or business with China operations consolidated through a variable interest entity (“VIE”) structure. (Incorporated in the Cayman Islands) Kiyohiro Kawayanagi, our CEO and chairman, is a founding partner of Bit World Japan Investment, a Japanese investment firm focused on the TMT (tech, media & telecom) sector.",BLANK CHECK,0,2021,Contact Information,"Room 1001, No. 4, Lane 1, West Weifang Road Pudong New Area, Shanghai, China",+86-21-58787200,,Pomelo Acquisition Corp. Ltd.,Financial Information,$98.3mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PACLU,NASDAQ,7.5,$10.00 - $10.00,$75.0 mil,Prime Number Capital,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We will seek a target in the disruptive technology sector with a spotlight on companies in Asia, with Japan in particular (but expressly not in China or Hong Kong). Japan is home to some of the most well-known companies, particularly in the area of consumer electronics. In recent years, more and more private equity firms are attracted to balance sheets awash with cash in Japan; more than half of Japanese companies have net cash versus 10 percent to 20 percent in western developed markets – and the ability of businesses to increase dividends and share buybacks, which could see greater value ascribed to shares. Japanese stocks are therefore becoming interesting for investors seeking a secure and growing dividend income, and ideally some growth on top. The dividend yield exceeds that of the U.S. market, but on average, Japanese businesses are only paying out a third of profits as dividends, so there is significant room for payouts to grow. While we may pursue an initial business combination target in any industry or geographic region, we will focus on Japan and Southeast Asia, but will not consider any target investments in China or Hong Kong. We intend to focus our search for a target business addressing a large market opportunity with a company that is driving its growth through technology. Potential industries that fit this focus are enterprise security and operations applications, cloud-based content and digital streaming services, drone technology and service, AI companies, consumer healthcare and wellness, biomedical technology, entertainment/gaming companies, distance learning, and e-sports companies. Our management team is led by our CEO Dustin Shindo, who brings more than 25-years of experience as an entrepreneur including a previous IPO on the NASDAQ, serving as a public company CEO, and having completed numerous business deals in the countries of eastern and southeastern Asia. Mr. Shindo also serves as the CEO of Junify Corp., a private company delivering cloud access security services via the SaaS model. The company’s customers are in the U.S. and Japan. (Note: Pono Capital Corp. priced its SPAC IPO on Aug. 10, 2021, in line with the terms in its prospectus: 10 million units at $10 each to raise $100 million.)",BLANK CHECKS,0,2021,Contact Information,"643 Ilalo Street Honolulu, Hawaii 96813",(808) 892-6611,,Pono Capital,Financial Information,$125.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PONOU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,"EF Hutton (formerly Kingswood, a division of Benchmark Investments)",-,8/11/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on the new wave of high growth hybrid “industrial and technology” players that are in a prime position to reshape the industrial landscape. Hubertus Muehlhaeuser is our chairman and CEO. He is the former CEO of CNH Industrial NV (“CNH”), which generated revenue of $28 billion in 2019. During his tenure, CNH made a strategic growth equity investment in September 2019 in Nikola, an EV truck designer and manufacturer, and acquired AgDNA, a precision agriculture technology company. (Note: Pontem Corp. upsized its IPO twice: First, the deal was upsized before pricing by a third – to 50 million units, up from 37.5 million – at $10 each in an S-1/A filing dated Jan. 11, 2021. **Second, at pricing, Pontem Corp. upsized its IPO again: 60 million units were priced at $10 each to raise $600 million.)",BLANK CHECKS,0,2020,Contact Information,"1140 Avenue of the Americas, 9th Floor New York, New York, 10036",(212) 457-9077,,Pontem Corporation,Financial Information,$693.75mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PNTM.U,NYSE,60.0,$10.00 - $10.00,$600.0 mil,Credit Suisse/ Guggenheim Securities,-,1/13/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Through our services, we aim to promote hip-hop culture and its values of love, peace, unity, respect and having fun, and to promote a cultural exchange with respect to hip-hop between the United States and China. We do this mainly by delivering event experiences with significant hip-hop elements to the younger generation. With the values of hip-hop culture at our core and the younger generation as our primary target audience, we host entertainment events, operate hip-hop related online programs, and provide event planning and execution services and marketing services to corporate clients. We seek to create value for stakeholders in all parts of the hip-hop ecosystem, from fans to artists, corporate clients, and sponsors. We have in recent years focused on developing and hosting our own hip-hop events. We own an extensive portfolio of intellectual property rights related to hip-hop events, including a stage play, three dance competitions or events, two cultural and musical festivals, and two promotional parties that feature live hip-hop performances in karaoke bars or amusement parks to promote hip-hop culture, and we cooperate with music companies and artists to host various concerts in China; starting from March 2020, we have been developing and operating hip-hop related online programs (collectively, “Event Hosting”). Our concerts and hip-hop events generated an aggregate attendance of 122,000 and 127,930 during the fiscal years ended June 30, 2019 and 2020, respectively, and our online hip-hop programs generated over 100 million views between March 2020 and June 30, 2020. (Pop Culture Group upsized its IPO at pricing on June 29, 2021: 6.2 million shares, up from 6.0 million shares in the prospectus, were priced at $6 – the top of its $4-to-$6 range – to raise $37.2 million.)",Services - Amusement & Recreation Services,34,2007,Contact Information,"Room 102, 23-1 Wanghai Road Xiamen Software Park Phase 2 Siming District, Xiamen City, Fujian Province The People’s Republic of China",+86-592-5968189,http://www.popinter.cn,"Pop Culture Group Co., Ltd",Financial Information,$108.54mil,$15.69 mil (last 12 months),$2.63 mil (last 12 months),IPO Profile,CPOP,NASDAQ,6.2,$6.00 - $6.00,$37.2 mil,Network 1 Financial Securities/ Valuable Capital,-,6/30/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We will focus on companies in the healthcare industry, and in particular the therapeutics sector, in the United States and other developed countries. We intend to capitalize on the unique mix of experience and highly complementary capabilities of our co-founders, Clive Meanwell and Ian Read, as well as our management team, in leading, operating and strategically positioning global companies in that sector, as well as investing and managing capital, structuring transactions and building businesses. We believe that our industry knowledge and operating experience, in addition to our co-founders’ reputations and strong track record of creating shareholder value, make us a partner of choice for owners and management teams of highly attractive private companies.",BLANK CHECKS,0,2020,Contact Information,"One World Financial Center New York, New York 10281",(212) 993-3113,,"Population Health Investment Co., Inc.",Financial Information,$187.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PHICU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,J.P. Morgan,-,11/18/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on industries that complement our team’s background and capitalize on our ability to source and acquire a business in the financial technology (“FinTech”) or financial services ecosystem, including key verticals such as Wealth and Asset Management, Consumer and SME Finance, Insurance, Payments, Information Services and FinTech Infrastructure. While our sourcing efforts will primarily be concentrated in the United States, we will also leverage our extensive global network to expand our pool of opportunities in several other geographies, including Western Europe and Canada. (Portage Fintech is a new SPAC or blank-check company incorporated in the Cayman Islands.) Our sponsor is affiliated with Portage Ventures, a large global FinTech-focused venture capital firm, which is the venture capital arm of Sagard. As of Dec. 31, 2020, Portage had over 40 employees, 13 senior advisors, and assets under management in excess of $1 billion. Adam Felesky, our CEO, is the CEO of Portage. He is the executive chairman of KOHO Financial Inc. He began his career in investment banking at J.P. Morgan Canada and CIBC World Markets. Ajay Chowdhery, our CFO and COO, has extensive experience and a strong track record as an investor, advisor and operator in the financial services and FinTech industries. Before joining Portage Fintech as our chief financial officer and chief operating officer, Mr. Chowdhery spent over a decade as a mergers and acquisitions (M&A) professional at Visa Inc., one of the largest payments networks globally, and at premier investment banks, including Barclays and Perella Weinberg Partners. (Note: Portage Fintech Acquisition upsized its SPAC IPO at pricing on July 20, 2021, to 24 million units, up from 20 million units in the prospectus, at $10 to raise $240 million.)",BLANK CHECKS,0,2021,Contact Information,"280 Park Avenue, 3rd Floor New York, NY 10017",(212) 380-5605,,Portage Fintech Acquisition Corporation,Financial Information,$290.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PFTAU,NASDAQ,24.0,$10.00 - $10.00,$240.0 mil,Goldman Sachs/ BTIG/ Scotiabank/ SoFi,-,7/21/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Portillo’s serves iconic Chicago street food through high-energy, multichannel restaurants designed to ignite the senses and create a memorable dining experience. Since our founding in 1963 in a small trailer which Dick Portillo called “The Dog House,” Portillo’s has grown to become a treasured brand with a passionate (some might say obsessed) nationwide following. Our diverse menu features all-American favorites such as Chicago-style hot dogs and sausages, Italian beef sandwiches, chopped salads, burgers, crinkle-cut French fries, homemade chocolate cake and milkshakes. We create a consumer experience like no other by combining the best attributes of fast casual and quick service concepts with an exciting energy-filled atmosphere and restaurant model capable of generating tremendous volumes. Nearly all of our restaurants were built with double lane drive-thrus and have been thoughtfully designed with a layout that accommodates a variety of access modes including dine-in, carryout / curbside, delivery and catering in order to quickly and efficiently serve our guests. As of June 27, 2021, we owned and operated 67 Portillo’s restaurants across nine states. (Note: Portillo’s priced its IPO on Oct. 20, 2021, at $20 – the top of its $17-to-$20 range – on 20.27 million shares, the number of shares in the prospectus, to raise $405.4 million.)",Restaurants,4600,2021,Contact Information,"2001 Spring Road, Suite 400 Oak Brook, IL 60523",(630) 954-3773,http://www.portillos.com/,Portillo’s Inc.,Financial Information,$1322.38mil,$496.25 mil (last 12 months),$25.4 mil (last 12 months),IPO Profile,PTLO,NASDAQ,20.3,$20.00 - $20.00,$405.4 mil,Jefferies/ Morgan Stanley/BofA Securities/ Piper Sandler/ Baird/	UBS Investment Bank/William Blair,Guggenheim Securities/	Stifel/ Loop Capital Markets/ Ramirez & Co. Inc.,10/21/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a clinical-stage biopharmaceutical company dedicated to utilizing our proprietary gene engineering platform technologies to create next generation cell and gene therapeutics with the capacity to cure. We have discovered and are developing a broad portfolio of product candidates in a variety of indications based on our core proprietary platforms, including our non-viral piggyBac DNA Modification System, Cas-CLOVER site-specific gene editing system and nanoparticle- and AAV-based gene delivery technologies.",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),149,2014,Contact Information,"9390 Towne Centre Drive, Suite 200, San Diego, California 92121, US",858-779-3100,http://www.poseida.com,Poseida Therapeutics,Financial Information,$989mil,$0 mil (last 12 months),$-102.0 mil (last 12 months),IPO Profile,PSTX,NASDAQ,14.0,$16.00 - $16.00,$224.0 mil,BofA Securities/ Piper Sandler/ William Blair,-,7/10/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: If you have a passion for fashion, you know Poshmark.) We are a social marketplace that combines the human connection of a physical shopping experience with the scale, reach, ease, and selection benefits of eCommerce. In doing so, we bring the power of community to buying and selling online. We created Poshmark in 2011 to make buying and selling simple, social, and fun. Pairing technology with the inherent human desire to socialize, our marketplace creates passion and personal connections among users. In 2019, our Active Users spent an average of 27 minutes a day on our marketplace browsing, shopping, buying, selling, and connecting with each other via 20.5 billion social interactions. We dynamically curate our marketplace into lifestyle categories that our users love, including apparel, accessories, footwear, home, and beauty. Powered by our proprietary technology, our social marketplace is purpose-built to enable simple transactions, seamless logistics, and an engaging experience at scale. As of Sept. 30, 2020, there were over 201 million secondhand and new items for sale across 9,431 brands on our marketplace. As of Sept. 30, 2020, we had 31.7 million Active Users, 6.2 million Active Buyers, and 4.5 million Active Sellers. We empower people to sell a few items or to become successful entrepreneurs by providing them with end-to-end seller tools. We refer to this as “making selling a superpower.”",Retail - Internet & Mobile - Goods and Services,,2011,Contact Information,"203 Redwood Shores Parkway, 8th Floor Redwood City, California 94065",(650) 262-4771,http://www.poshmark.com/,"Poshmark, Inc.",Financial Information,$2713.58mil,$247.5 mil (last 12 months),$-7.62 mil (last 12 months),IPO Profile,POSH,NASDAQ,6.6,$42.00 - $42.00,$277.2 mil,Morgan Stanley/ Goldman Sachs/ Barclays,Stifel/ William Blair/ Raymond James/ Cowen/ JMP Securities,1/14/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Consumer packaged goods companies are in focus at this new blank-check company or SPAC. This SPAC is sponsored by an affiliate of the parent of Post, the cereal company famous for inventing Grape-Nuts in 1897. The company became the first packaged food consolidator, as Postum Cereals Company acquired over a dozen companies between 1925 and 1929, expanding its product line to more than 60 products and eventually changing its name to General Foods Corporation.",BLANK CHECKS,0,2021,Contact Information,"2503 S. Hanley Road St. Louis, Missouri 63144",(314) 644-7600,,Post Holdings Partnering Corporation,Financial Information,$385.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PSPC.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,Evercore ISI /Barclays,-,5/26/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are an internally managed real estate corporation that owns and manages properties leased to the United States Postal Service, or the USPS. Upon completion of this offering and the related formation transactions, we will own and manage an initial portfolio of 271 postal properties located in 40 states comprising 871,843 net leasable interior square feet, all of which are leased to the USPS, and through our taxable REIT subsidiary, or TRS, we will provide fee-based third party property management services for an additional 401 postal properties leased to the USPS and owned by members of Mr. Spodek’s family and their partners.",REAL ESTATE INVESTMENT TRUSTS,0,2018,Contact Information,"75 Columbia Avenue, Cedarhurst, NY 11516, US",(516) 295-7820,http://www.postalrealtytrust.com,Postal Realty Trust,Financial Information,$90.3mil,$7.68 mil (last 12 months),$1.14 mil (last 12 months),IPO Profile,PSTL,NYSE,4.5,$17.00 - $17.00,$76.5 mil,Stifel/ Janney Montgomery Scott/ BMO Capital Markets/ Height Capital Markets,B. Riley FBR/ D.A. Davidson,5/15/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to initially focus our search on identifying a prospective target business in North America within the renewable and transition energy sector, with a focus on pursuing growth opportunities that are driving the electrical power grid transition, both on the electrical supply and on the demand side for high-intensity electrical users, as well as seeking co-optimization opportunities between supply and demand, of the electrical grid in the United States. (Note: Power & Digital Infrastructure Acquisition Corp. upsized its SPAC IPO at pricing on Feb. 9, 2021, to 30 million units, up from 25 million units, at $10 each to raise $300 million.)",BLANK CHECKS,0,2020,Contact Information,"321 North Clark Street, Suite 2440 Chicago, IL 60654",(312) 262-5642,,Power & Digital Infrastructure Acquisition Corp.,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,XPDIU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Barclays/ BofA Securities,-,2/10/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to initially focus our search on identifying a prospective target business in North America within the renewable and transition energy sector, with a focus on pursuing growth opportunities that are driving the electrical power grid transition, both on the electrical supply and on the demand side for high-intensity electrical users, as well as seeking co-optimization opportunities between supply and demand, of the electrical grid in the United States. (Note: Power & Digital Infrastructure Acquisition II Corp. priced its SPAC IPO on Dec.9, 2021, in sync with the terms in its prospectus: 25 million units at $10 each to raise $250 million.)",BLANK CHECKS,0,2021,Contact Information,"321 North Clark Street, Suite 2440 Chicago, IL 60654",(312) 262-5642,,Power & Digital Infrastructure Acquisition II Corp.,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,XPDBU,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,Barclays/ BofA Securities,-,12/10/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a provider of software application and technology solutions and services to corporate and government customers primarily located in China. We introduced global trade software applications when we launched our operations in 1997 with a vision to make global trade operations easier for our customers. Since our inception, we have continued to innovate by developing technologies that enable us to successfully deliver a series of solutions and services that address the evolving and changing needs of our corporate and government customers. Our mission is to make global trade easier by empowering all players in the ecosystem.",SERVICES-COMPUTER PROGRAMMING SERVICES,299,1997,Contact Information,"1st Floor, Building D2, Southern Software Park, Tangjia Bay, Zhuhai, Guangdong 519080, China",+86-756-339-5666,http://www.powerbridge.com.,"Powerbridge Technologies Co., Ltd.",Financial Information,$43.3mil,$22.9 mil (last 12 months),$3.97 mil (last 12 months),IPO Profile,PBTS,NASDAQ,1.8,$5.00 - $5.00,$8.8 mil,Maxim Group/ The Benchmark Company,-,4/2/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Our objective is to create a next-generation consumer holding company by combining exceptional brands and leadership teams in beauty, wellness, and consumer-related industries to create long-term value for our shareholders. Our CEO, Katherine Power, is a co-founder and the CEO of Clique Brands, which is known for its digital platform, WhoWhatWear.com.",BLANK CHECKS,0,2020,Contact Information,"292 Madison Ave., Fl. 8, New York, NY 10017, US",(212) 756-3508,,Powered Brands,Financial Information,$250mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,POWRU,NASDAQ,24.0,$10.00 - $10.00,$240.0 mil,Credit Suisse,-,1/8/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"As a pioneer and the leading provider of cloud-based software to the K-12 education market, we provide a Unified Platform that includes the core system of record used by districts and schools and leverage their rich data to deliver insights and analytics to improve education outcomes. We serve more than 12,000 customers, including 93 of the top 100 districts by student enrollment in the United States, have 30 state-, province- or territory-wide contracts in North America, and sell solutions in over 90 countries globally. Our software is embedded in school workflows and is used on a daily basis by educators, students, administrators and parents in schools and districts representing over 45 million students globally – and over 70% of all K-12 students in the U.S. and Canada. Our cloud-based technology platform helps schools and districts efficiently manage state reporting and related compliance, special education, finance, HR, talent, registration, attendance, funding, learning, instruction, grading, college and career readiness, assessments and analytics in one place. (Note: PowerSchool priced its IPO on July 27, 2021, at $18 – the low end of its $18-to-$20 price range – on 39.47 million shares, the same number of shares in the prospectus, to raise $710.46 million.)",SERVICES - PREPACKAGED SOFTWARE,2905,1997,Contact Information,"150 Parkshore Dr., Folsom, California 95630",(877) 873-1550,http://www.powerschool.com/,"PowerSchool Holdings, Inc.",Financial Information,$3669.85mil,$452.9 mil (last 12 months),$-29.2 mil (last 12 months),IPO Profile,PWSC,NYSE,39.5,$18.00 - $18.00,$710.5 mil,Goldman Sachs/ Barclays/ Credit Suisse/ UBS Investment Bank/ BofA Securities/ Jefferies/ Macquairie Capital/ RBC Capital Markets,Baird/ Piper Sandler/ Raymond James/ William Blair/ AmeriVet Securities/ Loop Capital Markets/ Stern/ Ramirez & Co/ Guzman & Company,7/28/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We empower the K-12 education ecosystem of schools, districts and education departments to enable parents, educators and administrators to deliver the best education to children, allowing them to realize their potential. At PowerSchool, we believe in the simple truth that every student deserves the best opportunities in life. Unfortunately, because adoption of technology in education has lagged behind other sectors, K-12 schools and school districts, and ultimately their students and families, have yet to experience all the benefits from digital transformation. That’s why we seek to power the education ecosystem with unified technology that helps educators and students realize their potential. A digital transformation in education is currently under way, unleashing tremendous potential, surfacing insights and driving efficiencies, and we believe all administrators, educators and students are entitled to benefit from this advancement. As a pioneer and the leading provider of cloud-based software to the K-12 education market, we provide a Unified Platform that includes the core system of record used by districts and schools and leverage their rich data to deliver insights and analytics to improve education outcomes. We serve more than 12,000 customers, including 93 of the 100 top districts by student enrollment in the United States, have 30 state-, province-, or territory-wide contracts in North America, and sell solutions in over 90 countries globally. Our software is embedded in school workflows and is used on a daily basis by educators, students, administrators and parents in schools and districts representing over 45 million students globally, over 70% of all K-12 students in the U.S. and Canada. Our cloud-based technology platform helps schools and districts efficiently manage state reporting and related compliance, special education, finance, HR, talent, registration, attendance, funding, learning, instruction, grading, college and career readiness, assessments and analytics in one place. Through our Unified Platform approach, we help our customers streamline operations, aggregate disparate data sets, and develop insights using predictive modelling and machine learning. Our ability to transform information into actionable insights improves the efficiency of school operations, the quality of instruction delivered by teachers, and the pace of student growth, which we believe should have a profound effect on K-12 educational outcomes.",PREPACKAGED SOFTWARE,2600,1997,Contact Information,"150 Parkshore Dr. Folsom, California 95630",(877) 873-1550,,"PowerSchool Holdings, Inc.",Financial Information,,$434.89 mil (last 12 months),$-46.65 mil (last 12 months),IPO Profile,PWSC,NYSE,0.0,$0.00 - $0.00,$100.0 mil,Goldman Sachs/ Barclays/ Credit Suisse/ UBS Investment Bank/ BofA Securities/ Jefferies/	Macquarie Capital/ RBC Capital Markets,Baird/ Piper Sandler/ Raymond James/ William Blair,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
