General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"We are one of the world’s leading semiconductor foundries. We manufacture complex feature-rich ICs that enable billions of electronic devices that are pervasive throughout nearly every sector of the global economy. With our specialized foundry manufacturing processes, a library consisting of thousands of IP titles, and differentiated transistor and device technology, we serve a broad range of customers, including the global leaders in IC design, and provide optimized solutions for the function, performance and power requirements of critical applications driving key secular growth end markets. As the only scaled pure-play foundry with a global footprint that is not based in China or Taiwan, we help customers mitigate geopolitical risk and provide greater supply chain certainty. (Note: GlobalFoundries, Inc., priced its IPO on Oct. 27, 2021, at $47 – the top of its $42-to-$47 price range – on 55 million shares, the same number in the prospectus, to raise $2,585.0 million – or $2.59 billion. Of the 55 million shares sold in the IPO. a total of 30.25 million were offered by GlobalFoundries and the remaining 24.75 million were offered by GlobalFoundries’ existing shareholder, Mubadala Investment Company PJSC.)",SEMICONDUCTORS & RELATED DEVICES,1500,2008,Contact Information,"400 Stonebreak Road Extension, Malta, New York 12020, US",(518) 305-9013,http://www.gf.com/,GLOBALFOUNDRIES Inc.,Financial Information,$23793.71mil,$5192.0 mil (last 12 months),$-111.8 mil (last 12 months),IPO Profile,GFS,NASDAQ,55.0,$47.00 - $47.00,$2585.0 mil,Morgan Stanley/ BofA Securities/ J.P. Morgan/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ HSBC/ Jefferies,Baird/ Cowen/ Needham & Company/ Raymond James/ Wedbush Securities/ Drexel Hamilton/ Siebert Williams Shank/ Intesa Sanpaolo S.p.A.,10/28/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to pursue targets in North America, Europe, South East Asia, and Asia (excluding China, Hong Kong and Macau) in the technology industry, specifically within the e-commerce and payments sectors. We shall not undertake our initial business combination with any entity with its principal business operations in China (including Hong Kong and Macau). (Globalink Investment Inc. priced its SPAC IPO on Dec. 6, 2021, in sync with the terms in its prospectus: 10 million units at $10 each to raise $100 million.)",BLANK CHECKS,0,2021,Contact Information,"1180 Avenue of the Americas, 8th Floor, New York, NY 10036",212-382-4605,,Globalink Investment Inc.,Financial Information,$130.18mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GLLIU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,Chardan,-,12/7/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on a target business that will benefit from economic globalization, particularly as it affects emerging markets. This would include companies in the agriculture, food and water resources, energy, mining and natural resources, telecommunications, technology, and transportation and logistics sectors in the United States and internationally. Our management and directors’ relationships extend to key market participants including investment firms, business leaders, and government development agencies throughout the world with particular experience in Europe, the Middle East, and Sub-Saharan Africa Our sponsors are an affiliate of Globis Capital Advisors and an affiliate of Chardan Capital Markets. Our founder and chairman is Paul Packer, who founded Globis Capital Advisors in 2001.",BLANK CHECKS,0,2020,Contact Information,"805 3rd Avenue, 15th floor New York, NY 10022, US",212-847-3248,,Globis Acquisition,Financial Information,$130.95mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GLAQU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,Chardan,-,12/11/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our biosensor technology is licensed from the Licensor, Life Science Biosensor Diagnostics Pty Ltd. This technology is patent protected and described in two granted patents: United States patent 9,766,199 and China patent ZL201380022888, both expiring year 2033. The Licensor is an Australian company that acquired all the intellectual property to the biosensor platform that relates to the life sciences, from the University of Newcastle, Australia, Center for Organic Electronics, or the “COE,” where the biosensor technology was invented and developed. The Licensor currently owns 99.6% of our outstanding common stock and will own a majority of our outstanding common stock immediately after this offering. Our objective is to introduce and launch the Saliva Glucose Biosensor (referred to as the “SGB”), the first of our diagnostic tests that stem from the Biosensor Platform that we license, in the China Region.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,4,2016,Contact Information,"708 Third Avenue, 6th Floor, New York, NY 10017, US",(646) 790-5756,http://www.bdo.com.au,Glucose Biosensor Systems (Greater China) Holdings,Financial Information,,$0.0 mil (last 12 months),$-8.1 mil (last 12 months),IPO Profile,GBSG,NYSE,0.0,$0.00 - $0.00,$23.0 mil,Aegis Capital Corp.,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our efforts on identifying a prospective target business with either all or a substantial portion of its activities in North America or Europe. We expect to focus on travel-related and travel-adjacent businesses that have attractive growth-oriented characteristics and strong underlying demand drivers which include business services and travel infrastructure platforms such as visa processing, settlement systems and payment platforms.",BLANK CHECKS,0,2020,Contact Information,"450 W 14th Street, New York, NY 10014, US",(212) 524-7300,,GO Acquisition,Financial Information,$625mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GOAC.U,NYSE,50.0,$10.00 - $10.00,$500.0 mil,Credit Suisse/ Citigroup/ Morgan Stanley,-,8/5/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a newly organized blank check company formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses, which we refer to throughout this prospectus as our initial business combination. We have not selected any business combination target and we have not, nor has anyone on our behalf, initiated any substantive discussions, directly or indirectly, with any business combination target. While our efforts to identify a prospective target business will not necessarily be limited to a particular industry, sector or region, we intend to capitalize on the expertise of our management team, board and advisors (collectively, our “Team”) in the professional sports teams and media sectors, including, but not limited to, related areas such as sports technology, gaming and e-sports. We intend to target leading professional sports teams, media and brand-name companies and assets, with a particular focus on special situation assets which have significant potential for growth. Special situation assets and opportunities are those that have arisen due to recent factors such as COVID-19, mismanagement, media issues, overextension or arbitrage. We will have a global focus in our approach.",BLANK CHECKS,0,2020,Contact Information,"13001 W. Hwy 71, Suite 201 Austin Texas 78738, US",(888) 717-7678,,Goal Acquisitions,Financial Information,,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PUCKU,NASDAQ,22.5,$10.00 - $10.00,$225.0 mil,"EarlyBirdCapital, Inc.",Ingalls & Snyder,2/11/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: This blank-check or SPAC IPO is an offering of Class A ordinary shares and NOT units. The typical blank-check or SPAC IPO consists of units (stock plus warrants to buy stock). Gobi Acquisition Corp. was incorporated in the Cayman Islands.) We intend to seek targets that have an established presence in Asia Pacific, or have business models and strategies that can successfully enter Asia Pacific. Our sponsor is an affiliate of PAG, one of Asia’s largest private investment management groups with approximately $40 billion of assets under management as of Dec. 31, 2020. PAG (Pacific Alliance Group) has invested more than US$65 billion in Asia since its inception in 2002. (Note: Gobi Acquisition Corp. priced its SPAC IPO on June 28, 2021, in line with the terms in its prospectus: 25 million Class A ordinary shares at $10 each to raise $250 million.)",BLANK CHECKS,0,2021,Contact Information,"33/F, Three Pacific Place 1 Queen's Road East Hong Kong",+852 2918 0088,,Gobi Acquisition Corp.,Financial Information,$319.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GOBI,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,Citigroup/ Goldman Sachs (Asia)/ UBS Investment Bank,-,6/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to primarily focus our search for prospects within the clean/renewable energy (“energy transition”) space. (Incorporated in the Cayman Islands) John Dowd, our Chief Executive Officer and Chairman of the Board of Directors, has decades of experience generating attractive risk-adjusted returns as a manager of capital. He spent more than three decades researching and investing in the global energy industry, including 14 years as portfolio manager of Fidelity Research & Management Company’s energy- and natural resources-oriented sector funds. He received six Lipper awards for his funds’ performance during that time, including one recognizing his 10-year track record of performance in the energy sector. He has provided expert testimony to the U.S. Senate on energy matters. (Note: GoGreen Investments Corp. upsized its SPAC IPO at pricing on Oct. 20, 2021, to 24 million units, up from 20 million, at $10 each to raise $240 million. GoGreen Investment had recently trimmed its SPAC IPO to 20 million units, down from 25 million units initially, in an S-1/A filing.)",BLANK CHECKS,0,2021,Contact Information,"1021 Main St., Suite #1960 Houston, TX 77002",713-337-4075,,GoGreen Investments Corp.,Financial Information,$265.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GOGN.U,NYSE,24.0,$10.00 - $10.00,$240.0 mil,Citigroup/ Credit Suisse,,10/21/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,We are a leading health insurance marketplace whose mission is to improve access to healthcare in America. Our proprietary technology platform leverages modern machine-learning algorithms powered by nearly two decades of insurance behavioral data to reimagine the optimal process for helping individuals find the best health insurance plan for their specific needs. Our differentiated combination of a vertically-integrated consumer acquisition platform and highly skilled and trained licensed agents has enabled us to enroll millions of people in Medicare and individual and family plans since our inception.,INSURANCE AGENTS BROKERS & SERVICES,1857,2020,Contact Information,"214 West Huron St., Chicago, Illinois 60654, US",(312) 386-8200,http://www.gohealth.com,GoHealth,Financial Information,$6585.2mil,$380.4 mil (last 12 months),$10.1 mil (last 12 months),IPO Profile,GOCO,NASDAQ,43.5,$21.00 - $21.00,$913.5 mil,Goldman Sachs/ BofA Securities/ Morgan Stanley,Barclays/ Credit Suisse/ Evercore ISI/ RBC Capital Markets/ William Blair/ Cantor/ SunTrust Robinson Humphrey/ Loop Capital Markets,7/15/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a precious metals-focused royalty and streaming company offering creative financing solutions to the metals and mining industry. Our mission is to acquire royalties, streams and similar interests at varying stages of the mine life cycle to build a balanced portfolio offering near, medium and longer-term attractive returns for our investors. Our diversified portfolio currently consists of net smelter return, referred to as “NSR,” royalties ranging from 0.5% to 2.0% on 18 gold properties covering 12 projects located in the Americas, of which 17 properties are owned by subsidiaries of our parent, GoldMining. We have additional rights to acquire nine royalty interests from third parties holding royalties on certain of such properties. (Note: Gold Royalty Corp. further upsized its IPO unit offering at pricing on March 8, 2021: 18 million units, up from 16 million, at $5 each to raise $90 million. Each unit consists of one common share, no par value per share, and one-half warrant to purchase a common share. Each whole warrant entitles the holder thereof to purchase one common share at a price of $7.50 per share, subject to adjustment as described in this prospectus. Only whole warrants are exercisable. The shares will be listed on the NYSE American under the symbol “GROY” and the warrants under the symbol GROY WS.)",Metals & Mining - Royalties and Financing,3,2020,Contact Information,"030 West Georgia Street, Suite 1830 Vancouver, BC V6E 2Y3",(604) 396-3066,http://www.goldroyalty.com,Gold Royalty Corp.,Financial Information,$204mil,$ mil (last 12 months),$ mil (last 12 months),IPO Profile,GROY,NYSE - American,18.0,$5.00 - $5.00,$90.0 mil,H.C. Wainwright/BMO Capital Markets,CIBC Capital Markets/Haywood Securities/Raymond James (USA)/Roth Capital Partners/Scotiabank/Sprott/TD Securities (USA) LLC,3/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to initially focus our search on identifying a prospective target business in the healthcare or healthcare-related infrastructure industries in the United States and other developed countries. Timothy Babich serves as our CEO and CFO. Mr. Babich founded and manages Nexxus Holdings, an investment firm primarily dedicated to managing his investments. Nexxus opportunistically invests in private and public investments. At Nexxus, in late 2020, Mr. Babich merged two Ambulatory Surgery Center (ASC) software businesses, HST and Casetabs, and was personally the largest shareholder of Casetabs. The combination created the leading modern software suite for the fast-growing ASC market. Mr. Babich also is the co-founder of the RUNX1 Research Program, a medical foundation dedicated to finding a cure for an inherited predisposition to leukemia. Jacob Doft, the chairman of our board of directors, is the co-founder and CEO of Highline Capital Management. (Note: Golden Arrow Merger Corp. priced its SPAC IPO on March 16, 2021, in line with the terms in its prospectus: 25 million units at $10 each to raise $250 million.)",BLANK CHECKS,0,2020,Contact Information,"10 E. 53rd Street, 13th Floor New York, NY 10022",(212) 430-2214,,Golden Arrow Merger Corp.,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GAMCU,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,BTIG,-,3/17/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on companies operating in the technology, media, telecommunications (“TMT”) and FinTech sectors that are headquartered in Europe, Israel, the Middle East or North America. Makram Azar, our CEO, has over 30 years of investment banking and private equity experience. He is the CEO and a director of Full Circle Capital Limited, a private investment and advisory group, which he founded in 2019. Previously, he was at Barclays Bank PLC from 2010 to 2019, where he served as chairman of banking EMEA and chairman of Barclays Bank PLC, MENA. He previously was a managing director and the head of MENA for Kohlberg Kravis Roberts & Co. from 2008 to 2010. Before joining KKR, Mr. Azar spent 18 years at Lehman Brothers, where he was the global head of sovereign wealth funds, and chairman of media investment banking EMEA. (Note: Golden Falcon Acquisition upsized its IPO to 30 million units, from 25 million in the prospectus, at $10 each to raise $300 million.)",BLANK CHECKS,0,2020,Contact Information,"850 Library Avenue, Suite 204, Newark, Delaware 19711, US",(970) 315-2644,,Golden Falcon Acquisition,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GFX.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,UBS Investment Bank/ Moelis & Co.,EarlyBirdCapital,12/18/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on businesses that have a connection to the Asian market. We believe that we will add value to these businesses primarily by providing them with access to the U.S. capital markets. We will primarily seek to acquire one or more growth businesses with a total enterprise value of between $150 million and $300 million. (New blank-check company or SPAC incorporated in the Cayman Islands) We will seek to capitalize on the strength of our management team. Collectively, our officers and directors have decades of experience in mergers and acquisitions, and operating companies, in Asia. We believe we will benefit from their accomplishments, and specifically their current and recent activities with companies that have a connection to the Asian market, in identifying attractive acquisition opportunities. Shaosen Cheng is the chairman of our board of directors. He also serves as our CEO. Since October 2019, Mr. Cheng has been employed as a senior advisor at Forest Hill Financial Group of New York, where he advised clients on asset allocation and protection. His previous experience includes serving as the president of Fosun Zhongheng Insurance Brokers, Co., Ltd. in Shanghai, China., which is an insurance brokerage firm. Earlier in his career, Mr. Cheng worked in various positions for Aon Risk Services, Inc., Marsh USA Inc., and Johnson & Higgins. Teddy Zheng has served as our CFO since January 2021. He served as the CFO of Longevity Acquisition Corp. (LOAC) from July 2018 to October 2020. Mr. Zheng has served as managing director of Cygnus Equity, a boutique investment banking firm in China, since October 2015. From April 2014 to October 2015, Mr. Zheng worked in the investment banking division of Lazard in China. From November 2010 to March 2014, Mr. Zheng worked in the investment banking division of JP Morgan First Capital in China. From June 2009 to October 2010, Mr. Zheng worked in the M&A and corporate finance division of UBS Investment Bank in China. (Note: Golden Path Acquisition Corp. priced its SPAC IPO on June 21, 2021, in line with the terms in its prospectus: 5 million units at $10 each to raise $50 million.)",BLANK CHECKS,0,2018,Contact Information,"100 Park Avenue New York, New York 10017",(917) 267-4569,,Golden Path Acquisition Corp.,Financial Information,$64.98mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GPCOU,NASDAQ,5.0,$10.00 - $10.00,$50.0 mil,Ladenburg Thalmann,"Brookline Capital Markets, a division of Arcadia Securities, LLC",6/22/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"The company intends to focus on opportunities in artificial intelligence and any other related technology innovations market. Goldenbridge Acquisition Limited is a British Virgin Islands company incorporated in 2019. Our sponsor is Cross Wealth Investment Holding Limited, which is owned by our director, Jining Li. Yongsheng Liu, our chairman and CEO, is also an employee. Mr. Liu served as CEO and chairman of Wealthbridge, which consummated an initial public offering in February 2019, and closed its business combination with Scienjoy Inc. in May 2020. He has served as vice chairman of Scienjoy’s board of directors since May 2020. Mr. Liu has over 10 years of experience in mergers and acquisitions, including cross-border transactions involving the United States and China. (Note: Goldenbridge Acquisition priced its SPAC IPO on March 1, 2021, in line with the terms in its prospectus: 5 million units at $10 each to raise $50 million.)",BLANK CHECKS,1,2019,Contact Information,"15/F, Aubin House 171-172 Gloucester Road Wanchai, Hong Kong",(86) 186-0217-2929,,Goldenbridge Acquisition Ltd.,Financial Information,$65mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GBRGU,NASDAQ,5.0,$10.00 - $10.00,$50.0 mil,Maxim Group LLC,-,3/2/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Goldenbridge Acquisition Limited is a British Virgin Islands company incorporated as a blank check company for the purpose of entering into a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization or similar business combination with one or more businesses or entities. Our efforts to identify a prospective target business will not be limited to a particular industry or geographic region, although the Company intends to focus on opportunities in the artificial intelligence and any other related technology innovations market.",BLANK CHECKS,0,2020,Contact Information,"15/F, Aubin House 171-172 Gloucester Road, Wanchai, Hong Kong",(86) 186-0217-2929,,Goldenbridge Acquisition Ltd.,Financial Information,$65mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,IGACU,NASDAQ,5.0,$10.00 - $10.00,$50.0 mil,Maxim Group,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We primarily intend to focus on acquiring a growth-oriented business with an enterprise value between $150 million and $500 million. Our efforts to identify a prospective target business will not be limited to a particular industry or geographic region other than we have agreed that we will not undertake an initial business combination with any entity headquartered in or that conducts the majority of its business in, China, including Hong Kong and Macau. Eddie Ni, our president and CEO, brings us his more than 30 years of investment, business management and entrepreneurial experience. He has been the chairman and chief executive officer of Windfall Group since December 2009. Windfall Group, an Ohio corporation, has a large business portfolio involved in a variety of industries in the U.S., including real estate, building supply and construction, including the import/export of construction materials and home building structures such as granite and cabinets. (Note: Goldenstone Acquisition Ltd. priced its SPAC IPO on March 16, 2022, in sync with the terms in its prospectus: 5 million units at $10 each to raise $50 million. Goldenstone’s pricing marked a total of 52 SPAC IPOs priced so far in 2022.)",BLANK CHECKS,0,2020,Contact Information,"4360 E New York St. Aurora, IL 60504",330-352-7788,,Goldenstone Acquisition Ltd.,Financial Information,$66.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GDSTU,NASDAQ,5.0,$10.00 - $10.00,$50.0 mil,Maxim Group LLC,-,3/17/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our objective is to create a next-generation consumer holding company by combining exceptional brands and leadership teams in the apparel & accessories, outdoor, health and wellness, home and other consumer-related industries to create long-term value for our shareholders. (Incorporated in the Cayman Islands) Art Peck, our CEO, is the former CEO and president of Gap, Inc. (Note: Good Commerce Acquisition Corp., which filed to go public on March 22, 2021, withdrew its IPO prospectus in an SEC filing dated March 30, 2022.)",BLANK CHECK,0,2021,Contact Information,"23 La Cuesta Drive Greenbrae, CA 94904",(415) 849-5748,,Good Commerce Acquisition Corp.,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,TBA,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Credit Suisse,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Good Works Acquisition Corp. is a newly organized blank check company. We intend to initially focus our search on identifying a prospective target business that has experienced financial distress or has recently emerged from a financial restructuring. Our name, Good Works, embodies our secondary objective. Our company, through three of our officers and directors, has made available 750,000 founder shares (250,000 to each) to be contributed to non-profit organizations. We recognize that the timing of our initial public offering coincides with one of the most economically challenging periods in the history of the United States. The coronavirus pandemic and associated COVID-19 disease has led to over 150,000 deaths in the U.S., massive unemployment and physical and emotional suffering on untold individuals. We also recognize that many non-profit organizations have been adversely challenged by substantial decreases in both revenue-producing activities and donations. Accordingly, it is the intention of our designated officers and directors that these founder shares are to be donated to non-profits, including those involved in the arts, human rights and the advancement of life sciences.",BLANK CHECKS,0,2020,Contact Information,"4265 San Felipe, Suite 603, Houston, 77027",(713) 468-2717,,Good Works Acquisition,Financial Information,$189.80mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GWACU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,"I-Bankers Securities, Inc.",,10/20/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to initially focus our search on identifying a prospective target business experiencing very high growth and with an enterprise value of $1 billion or more. (Note: This is the second SPAC or blank-check company established under the Good Works name.) Our name, Good Works, embodies our complementary objectives of (1) investing in a high-quality company in need of growth capital and (2) giving back by donating part of our founder shares to non-profits. Our company, through its officers, has made available 750,000 founder shares (250,000 to each of our three officers) to be contributed to non-profit organizations. We recognize that the timing of our initial public offering coincides with one of the most economically challenging periods in the history of the United States. The coronavirus pandemic and associated COVID-19 disease have led to over 500,000 deaths in the U.S., massive unemployment and physical and emotional suffering on untold individuals. Many non-profit organizations have been adversely challenged by substantial decreases in both revenue-producing activities and donations. Accordingly, it is the intention of our officers that these founder shares are to be donated to non-profits, including those involved in the arts, human rights and the advancement of life sciences. We believe the charitable aspect of our undertakings is a strong motivating factor for our officers and directors to make our company successful for both our stockholders and these non-profits. (Note: Good Works II Acquisition Corp. priced its SPAC IPO on Monday, July 12, 2021 – 20 million units at $10 each to raise $200 million – and it will start trading the same day – July 12, 2021 – on the NASDAQ.)",BLANK CHECKS,0,2020,Contact Information,"4265 San Felipe, Suite 603 Houston, Texas 77027",(713) 468-2717,,Good Works II Acquisition,Financial Information,$256.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GWIIU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,"I-Bankers Securities, Inc.",-,7/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note – not an IPO: The common shares are listed on the Norwegian Over-The-Counter List (the “N-OTC”), an over-the-counter market that is administered and operated by a subsidiary of the Norwegian Securities Dealers Association.) We are a leading international owner and operator of dry bulk vessels, and one of the world’s largest owners of Capesize vessels. Founded in October 2016, for the purpose of owning high-quality secondhand dry bulk vessels between 50,000 and 210,000 dwt, we offer investors an efficient company to access the dry bulk market.",DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,0,2016,Contact Information,"7 Rue du Gabian, Gildo Pastor Center, Monaco, 98000",+377 97 98 5987,http://www.goodbulk.com,GoodBulk Ltd.,Financial Information,$487.4mil,$88.6 mil (last 12 months),$14.86 mil (last 12 months),IPO Profile,GBLK,NASDAQ,8.5,$15.50 - $17.50,$140.3 mil,Morgan Stanley/ Credit Suisse,Clarksons Platou Securities/ Evercore ISI/ Pareto Securities/ UBS Securities/ ABN AMRO,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our mission is to help Americans get the healthcare they need at a price they can afford. To achieve this, we are building the leading, consumer-focused digital healthcare platform in the United States. GoodRx was founded to solve the challenges that consumers face in understanding, accessing, and affording healthcare. We started with a price comparison tool for prescriptions, offering consumers free access to lower prices on their medication. We wanted to help ensure that no parent had to choose between their child’s next meal and their life-saving medication. Today, we believe our expanded platform improves the health and financial well-being of American families by providing easy access to price transparency and affordability solutions for generic and brand medications, affordable and convenient medical provider consultations via telehealth and additional healthcare services and information. Based on our research, from inception through June 30, 2020, we estimate that approximately 18 million of our consumers could not have afforded to fill their prescriptions without the savings provided by GoodRx. Furthermore, a July 2020 survey we commissioned from Lab42 Research LLC found that 68% of healthcare providers surveyed have recommended GoodRx to patients. In addition to reducing the costs of healthcare for consumers, we believe that our offerings can help drive greater medication adherence, faster treatment and better patient outcomes. These all contribute to a healthier, happier society.",COMPUTER PROCESSING & DATA PREPARATION,388,2011,Contact Information,"233 Wilshire Blvd., Suite 990, Santa Monica, CA 90401, US",(855) 268-2822,http://www.goodrx.com,GoodRx Holdings,Financial Information,$1269.18mil,$627.7 mil (last 12 months),$89.5 mil (last 12 months),IPO Profile,GDRX,NASDAQ,34.6,$33.00 - $33.00,$1141.8 mil,Morgan Stanley/ Goldman Sachs/ J.P. Morgan/ Barclays,BofA Securities/ Citigroup/ Credit Suisse/ RBC Capital Markets/ UBS Investment Bank/ Cowen/ Deutsche Bank Securities/ Evercore ISI/ Citizens Capital Markets/ KKR/ LionTree/ Raymond James/ SVB Leerink/ Academy Securities/ Loop Capital Markets/ R. Seelaus/ Ramirez,9/23/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our sponsor is jointly controlled by affiliates of each of The Gores Group and Guggenheim. (This blank-check company or SPAC was incorporated in the Cayman Islands.) We intend to capitalize on the ability of our management team to identify, acquire and manage a business that can benefit from our expertise, as members of our management team have done in diverse sectors, including industrials, technology, telecommunications, media and entertainment, business services, healthcare, financial services and consumer products. Alec Gores is the founder, chairman and CEO of The Gores Group, a global investment firm focused on acquiring businesses that can benefit from the firm’s extensive industry knowledge and decades-long experience. In 2015, Mr. Gores launched the first blank check company sponsored by an affiliate of The Gores Group, which subsequently completed a business combination with Hostess Brands, Inc., famous for its Twinkies cupcakes. Guggenheim Partners is a global investment and advisory firm with more than $310 billion in assets under management and a track record of delivering results through innovative solutions. (Note: Gores Guggenheim, Inc. priced its SPAC IPO on March 22, 2021, in sync with the terms in its prospectus: 75 million units at $10 each to raise $750 million.)",BLANK CHECKS,0,2020,Contact Information,"6260 Lookout Road Boulder, CO 80301",(303) 531-3100,,"Gores Guggenheim, Inc",Financial Information,$937.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GGPIU,NASDAQ,75.0,$10.00 - $10.00,$750.0 mil,Deutsche Bank Securities/Citigroup/Morgan Stanley,-,3/23/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"While we may pursue an acquisition opportunity in any business industry or sector, we intend to capitalize on the ability of our management team to identify, acquire and manage a business that can benefit from our operational expertise, as members of our management team have done in diverse sectors, including industrials, technology, telecommunications, media and entertainment, business services, healthcare and consumer products.",BLANK CHECKS,0,2019,Contact Information,"9800 Wilshire Blvd., Beverly Hills, CA 90212, US",(310) 209-3010,,Gores Holdings IV,Financial Information,$500mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GHIVU,NASDAQ,40.0,$10.00 - $10.00,$400.0 mil,Deutsche Bank Securities/ Morgan Stanley,-,1/24/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
